timestamp	0::5::pos	0::3::pos	0::2::pos	0::47::pos	0::50::pos	0::23::pos	0::32::pos	0::8::pos	0::27::pos	0::49::pos	0::45::pos	0::5::ori	0::3::ori	0::2::ori	0::47::ori	0::50::ori	0::23::ori	0::32::ori	0::8::ori	0::27::ori	0::49::ori	0::45::ori
2024-10-15 19:24:31.968	[0.24662752449512482, -0.9788615703582764, 1.4934842586517334]	[0.2380920797586441, -1.017801284790039, 1.1250659227371216]	[0.2641085684299469, -1.019374966621399, 0.8841643929481506]	[0.28709518909454346, -0.8961751461029053, 0.10419289022684097]	[0.21053434908390045, -1.2184785604476929, 0.1567012071609497]	[0.2772999405860901, -0.714538037776947, 0.7258822917938232]	[0.4137353003025055, -1.18179190158844, 0.7722377777099609]	[0.16995880007743835, -0.7982935905456543, 1.0501477718353271]	[0.25280267000198364, -1.2316563129425049, 1.050946831703186]	[0.30002644658088684, -1.1495416164398193, 0.5088514089584351]	[0.2588670551776886, -0.9054529666900635, 0.5022168755531311]	[-0.006656335201114416, 0.11971478909254074, 0.9222260117530823, 0.36759117245674133]	[-0.02757006324827671, -0.005877870135009289, 0.7821035981178284, 0.6225104331970215]	[-0.04341676086187363, -0.03187496215105057, 0.767770528793335, 0.6384571194648743]	[-0.036808229982852936, 0.02316776104271412, 0.6992078423500061, 0.7135943174362183]	[-0.026128500699996948, -0.04044308885931969, 0.8614773154258728, 0.5055080652236938]	[-0.3823731541633606, 0.4341351389884949, 0.3568350672721863, 0.7334754467010498]	[-0.5261085033416748, 0.1451340764760971, -0.8374961018562317, -0.02732015773653984]	[-0.2692403197288513, 0.4889741539955139, 0.2797066569328308, 0.781139075756073]	[0.5060781240463257, -0.26690223813056946, 0.8104387521743774, 0.1258457899093628]	[0.03299723565578461, 0.15102316439151764, 0.756087064743042, 0.6359525322914124]	[0.13011473417282104, 0.0840197280049324, 0.7449550032615662, 0.6488859057426453]
2024-10-15 19:24:31.979	[0.246398463845253, -0.9788824319839478, 1.4934828281402588]	[0.23786625266075134, -1.0178860425949097, 1.12508225440979]	[0.2639961838722229, -1.0194646120071411, 0.8841941952705383]	[0.28717169165611267, -0.8962780237197876, 0.10415765643119812]	[0.21054139733314514, -1.218397855758667, 0.15678155422210693]	[0.273784339427948, -0.7139384150505066, 0.7253023386001587]	[0.4140394628047943, -1.1825807094573975, 0.7725442051887512]	[0.1688375324010849, -0.7984375357627869, 1.050123691558838]	[0.2527809143066406, -1.232064962387085, 1.0509917736053467]	[0.2998521029949188, -1.1497832536697388, 0.5090408325195312]	[0.2591637670993805, -0.905704915523529, 0.5023096799850464]	[-0.006899323780089617, 0.12003021687269211, 0.9227299094200134, 0.3662167191505432]	[-0.027445213869214058, -0.005909551866352558, 0.7818185687065125, 0.6228737235069275]	[-0.043587587773799896, -0.032040245831012726, 0.767426609992981, 0.6388506293296814]	[-0.036165639758110046, 0.02278485707938671, 0.6991241574287415, 0.713721513748169]	[-0.026302684098482132, -0.04000651463866234, 0.861472487449646, 0.5055422186851501]	[-0.381265252828598, 0.43543025851249695, 0.3600633442401886, 0.7317047119140625]	[-0.5253605246543884, 0.14381910860538483, -0.8382136225700378, -0.026652665808796883]	[-0.2689202129840851, 0.49086812138557434, 0.28205984830856323, 0.7792128920555115]	[0.5060482025146484, -0.2657444179058075, 0.8109720349311829, 0.1249784529209137]	[0.03294137492775917, 0.15054669976234436, 0.7555210590362549, 0.636740505695343]	[0.13033966720104218, 0.08413099497556686, 0.7444172501564026, 0.6494432091712952]
2024-10-15 19:24:31.991	[0.24619810283184052, -0.9789087772369385, 1.4934923648834229]	[0.23763948678970337, -1.017941951751709, 1.1251068115234375]	[0.26384323835372925, -1.0194910764694214, 0.884213387966156]	[0.2871689796447754, -0.8963019847869873, 0.10415126383304596]	[0.21051353216171265, -1.2183810472488403, 0.15675628185272217]	[0.2705223858356476, -0.7133893370628357, 0.7248061895370483]	[0.41415935754776, -1.1828656196594238, 0.7727042436599731]	[0.1677897423505783, -0.7985660433769226, 1.0501248836517334]	[0.2528049945831299, -1.2325021028518677, 1.0510575771331787]	[0.29970237612724304, -1.1498605012893677, 0.5090646743774414]	[0.25923997163772583, -0.9057546854019165, 0.5023089051246643]	[-0.007164777256548405, 0.1203472763299942, 0.9233250617980957, 0.3646039068698883]	[-0.027249891310930252, -0.005952568259090185, 0.7815676331520081, 0.6231966018676758]	[-0.04364829137921333, -0.032204337418079376, 0.7671105861663818, 0.6392176747322083]	[-0.03619975969195366, 0.022615594789385796, 0.6990851759910583, 0.7137632966041565]	[-0.026501279324293137, -0.039954058825969696, 0.8614590764045715, 0.5055588483810425]	[-0.37993133068084717, 0.43674561381340027, 0.36286839842796326, 0.7302273511886597]	[-0.5247023701667786, 0.14190615713596344, -0.8389918804168701, -0.02535266987979412]	[-0.2683323323726654, 0.492768794298172, 0.2840116322040558, 0.7775049805641174]	[0.5061858296394348, -0.26395633816719055, 0.81168133020401, 0.12359793484210968]	[0.03281409665942192, 0.1503535658121109, 0.7552011013031006, 0.637172281742096]	[0.13041050732135773, 0.0842108502984047, 0.7441357970237732, 0.6497412323951721]
2024-10-15 19:24:32.003	[0.2459915280342102, -0.9789409637451172, 1.4935369491577148]	[0.23743025958538055, -1.0179921388626099, 1.125166416168213]	[0.2636983394622803, -1.0195173025131226, 0.8842442035675049]	[0.28717783093452454, -0.8963156938552856, 0.1041514128446579]	[0.2104949653148651, -1.2183802127838135, 0.15672388672828674]	[0.2676735520362854, -0.7131181359291077, 0.7244528532028198]	[0.4142586588859558, -1.1830724477767944, 0.7728406190872192]	[0.16670508682727814, -0.7987772822380066, 1.0501735210418701]	[0.25287216901779175, -1.2329108715057373, 1.051123857498169]	[0.2995780408382416, -1.1499366760253906, 0.5090739727020264]	[0.2593212425708771, -0.9058010578155518, 0.5023024082183838]	[-0.007503188215196133, 0.12070277333259583, 0.9239304065704346, 0.36294254660606384]	[-0.02704576402902603, -0.006036025006324053, 0.7813931107521057, 0.6234235167503357]	[-0.04369935393333435, -0.03234080597758293, 0.766845703125, 0.6395248174667358]	[-0.036245107650756836, 0.02239815704524517, 0.6990569233894348, 0.71379554271698]	[-0.026658397167921066, -0.03998430818319321, 0.8614517450332642, 0.5055605173110962]	[-0.37967461347579956, 0.4374515116214752, 0.365479052066803, 0.7286346554756165]	[-0.5241300463676453, 0.1396985799074173, -0.8397666215896606, -0.023751508444547653]	[-0.2686651051044464, 0.4939195215702057, 0.2860599756240845, 0.7759073972702026]	[0.5064351558685303, -0.2618444561958313, 0.8124518990516663, 0.12199579179286957]	[0.03269261121749878, 0.15019237995147705, 0.7548924088478088, 0.6375821232795715]	[0.13047903776168823, 0.0842892974615097, 0.7438538074493408, 0.6500400900840759]
2024-10-15 19:24:32.016	[0.24580134451389313, -0.9790005683898926, 1.4935564994812012]	[0.23721641302108765, -1.0180641412734985, 1.1252048015594482]	[0.2635502219200134, -1.019566535949707, 0.8842865824699402]	[0.28719186782836914, -0.8963351249694824, 0.1041746512055397]	[0.2104901522397995, -1.2183713912963867, 0.1567286252975464]	[0.26511794328689575, -0.7130730748176575, 0.7241946458816528]	[0.4143715500831604, -1.183239459991455, 0.7729228734970093]	[0.16552366316318512, -0.799019455909729, 1.0502653121948242]	[0.2529834508895874, -1.2333191633224487, 1.0511391162872314]	[0.29947152733802795, -1.1500157117843628, 0.5091215372085571]	[0.2594098746776581, -0.9058538675308228, 0.5023461580276489]	[-0.007843993604183197, 0.12117956578731537, 0.9244744777679443, 0.36138761043548584]	[-0.026799922809004784, -0.00613174494355917, 0.7812510132789612, 0.6236112117767334]	[-0.04376118630170822, -0.032480183988809586, 0.7665995955467224, 0.6398086547851562]	[-0.03625547140836716, 0.022295046597719193, 0.6989843845367432, 0.7138692736625671]	[-0.026650849729776382, -0.03997822478413582, 0.8614324331283569, 0.5055944323539734]	[-0.37974417209625244, 0.4378301799297333, 0.3672489821910858, 0.7274800539016724]	[-0.5235728025436401, 0.1373273879289627, -0.8405556678771973, -0.02188168093562126]	[-0.2690279483795166, 0.4949299693107605, 0.2877046763896942, 0.7745283842086792]	[0.5067390203475952, -0.2595095634460449, 0.8132721185684204, 0.12024449557065964]	[0.03258606046438217, 0.15002302825450897, 0.7545881271362305, 0.6379874348640442]	[0.13055753707885742, 0.0843421146273613, 0.7435442209243774, 0.6503716111183167]
2024-10-15 19:24:32.028	[0.24562056362628937, -0.9790455102920532, 1.4935665130615234]	[0.2370145171880722, -1.0181245803833008, 1.1252319812774658]	[0.2634159326553345, -1.0196201801300049, 0.8843210935592651]	[0.28719186782836914, -0.8963351249694824, 0.1041746512055397]	[0.2104901522397995, -1.2183713912963867, 0.1567286252975464]	[0.2627521753311157, -0.7133088707923889, 0.7239177227020264]	[0.41446414589881897, -1.1833733320236206, 0.7729865908622742]	[0.16432838141918182, -0.7993128895759583, 1.0503417253494263]	[0.2531008720397949, -1.2336978912353516, 1.0511428117752075]	[0.29947152733802795, -1.1500157117843628, 0.5091215372085571]	[0.25949999690055847, -0.9059193134307861, 0.5023822784423828]	[-0.008143397979438305, 0.12159392982721329, 0.92501300573349, 0.35986050963401794]	[-0.026570476591587067, -0.0062108831480145454, 0.7811126708984375, 0.6237936019897461]	[-0.043847791850566864, -0.032596737146377563, 0.7663587927818298, 0.6400852203369141]	[-0.03618227317929268, 0.02219155989587307, 0.6989223957061768, 0.7139368653297424]	[-0.026643645018339157, -0.03997916355729103, 0.8614264726638794, 0.5056048035621643]	[-0.3801894783973694, 0.4381648898124695, 0.3685638904571533, 0.7263802289962769]	[-0.5230540037155151, 0.13485898077487946, -0.8413289785385132, -0.019825773313641548]	[-0.2696234881877899, 0.495846688747406, 0.28908535838127136, 0.7732198238372803]	[0.5070676207542419, -0.2570076882839203, 0.8141261339187622, 0.11844004690647125]	[0.03248810023069382, 0.14986474812030792, 0.7542927861213684, 0.6383788585662842]	[0.1306241750717163, 0.08439032733440399, 0.7432306408882141, 0.6507102847099304]
2024-10-15 19:24:32.039	[0.24545371532440186, -0.9790608286857605, 1.493577480316162]	[0.2368224412202835, -1.0181962251663208, 1.125259518623352]	[0.26328811049461365, -1.0196863412857056, 0.8843557238578796]	[0.2872224450111389, -0.8963801860809326, 0.10417278110980988]	[0.21048584580421448, -1.2183644771575928, 0.15673896670341492]	[0.2602996826171875, -0.7136512398719788, 0.7235271334648132]	[0.4145572781562805, -1.1835163831710815, 0.7731260657310486]	[0.16318373382091522, -0.7996087670326233, 1.0503692626953125]	[0.2532151937484741, -1.2341063022613525, 1.051209568977356]	[0.29929521679878235, -1.1501872539520264, 0.5092097520828247]	[0.25959786772727966, -0.9059938788414001, 0.5024192333221436]	[-0.008406808599829674, 0.12192915380001068, 0.9255416989326477, 0.358378529548645]	[-0.026395166292786598, -0.006209390237927437, 0.7809597253799438, 0.6239925622940063]	[-0.04393032565712929, -0.032707538455724716, 0.7661091685295105, 0.6403725743293762]	[-0.03612884134054184, 0.0220562182366848, 0.6989408135414124, 0.7139257788658142]	[-0.026615042239427567, -0.04001162201166153, 0.8613946437835693, 0.505657970905304]	[-0.380095511674881, 0.4391624331474304, 0.36947375535964966, 0.7253639698028564]	[-0.5225471258163452, 0.13235695660114288, -0.842090904712677, -0.017579281702637672]	[-0.2696232497692108, 0.49723973870277405, 0.29001927375793457, 0.7719747424125671]	[0.5073733329772949, -0.2544037997722626, 0.8150226473808289, 0.11657273769378662]	[0.032411906868219376, 0.14970919489860535, 0.7539883255958557, 0.638778805732727]	[0.13070052862167358, 0.08446118235588074, 0.7429624199867249, 0.6509920358657837]
2024-10-15 19:24:32.049	[0.2451496124267578, -0.979117214679718, 1.4935896396636963]	[0.23646241426467896, -1.0183488130569458, 1.1253001689910889]	[0.2630111873149872, -1.0198034048080444, 0.884405255317688]	[0.2872586250305176, -0.8964223861694336, 0.10418832302093506]	[0.21048155426979065, -1.2183704376220703, 0.15672770142555237]	[0.2557061016559601, -0.714576244354248, 0.7227407693862915]	[0.4146418571472168, -1.1837416887283325, 0.7732952237129211]	[0.16103975474834442, -0.8003363609313965, 1.0503532886505127]	[0.2534405589103699, -1.2348268032073975, 1.0512940883636475]	[0.2991161644458771, -1.1503418684005737, 0.5092712044715881]	[0.2597527503967285, -0.9061248898506165, 0.5024791955947876]	[-0.008888310752809048, 0.12255768477916718, 0.9265937209129333, 0.35542193055152893]	[-0.0260192658752203, -0.006196074653416872, 0.7807162404060364, 0.6243129968643188]	[-0.043992944061756134, -0.03290432319045067, 0.7656649947166443, 0.6408892869949341]	[-0.03614281490445137, 0.021799152716994286, 0.698893129825592, 0.7139797210693359]	[-0.02668769285082817, -0.04000561684370041, 0.8614002466201782, 0.5056451559066772]	[-0.37963777780532837, 0.4411764144897461, 0.3712999224662781, 0.7234466671943665]	[-0.521887481212616, 0.12777546048164368, -0.8432857394218445, -0.013271544128656387]	[-0.26964864134788513, 0.4999425709247589, 0.29142701625823975, 0.7696865797042847]	[0.5080082416534424, -0.24951855838298798, 0.8166148066520691, 0.11317376047372818]	[0.032233063131570816, 0.14941926300525665, 0.753485918045044, 0.6394480466842651]	[0.13081878423690796, 0.08455164730548859, 0.7424045205116272, 0.6515926718711853]
2024-10-15 19:24:32.060	[0.24499596655368805, -0.9791500568389893, 1.493579626083374]	[0.23628148436546326, -1.0184043645858765, 1.1253032684326172]	[0.2628714144229889, -1.0198380947113037, 0.8844127058982849]	[0.2872675061225891, -0.8964434862136841, 0.10418924689292908]	[0.21047306060791016, -1.2183679342269897, 0.15671288967132568]	[0.25376349687576294, -0.715221643447876, 0.7224311828613281]	[0.4146462678909302, -1.1838544607162476, 0.7732710242271423]	[0.15995843708515167, -0.8007208108901978, 1.0503647327423096]	[0.25357651710510254, -1.235113263130188, 1.0512818098068237]	[0.2990388870239258, -1.1503978967666626, 0.5092849731445312]	[0.2598087787628174, -0.9061776399612427, 0.5024915337562561]	[-0.009108378551900387, 0.12286809086799622, 0.9271482825279236, 0.3538595736026764]	[-0.025801746174693108, -0.006221200805157423, 0.7806740403175354, 0.6243745684623718]	[-0.044022396206855774, -0.03300308808684349, 0.7655004858970642, 0.641078770160675]	[-0.0361601896584034, 0.021607641130685806, 0.6988734602928162, 0.71400386095047]	[-0.026744868606328964, -0.040025804191827774, 0.8614030480384827, 0.505635678768158]	[-0.3796037435531616, 0.44199562072753906, 0.3716829717159271, 0.7227674126625061]	[-0.5217638611793518, 0.12572121620178223, -0.8436978459358215, -0.011423202231526375]	[-0.2697536051273346, 0.5010644197463989, 0.2917114198207855, 0.7688120603561401]	[0.5083494186401367, -0.24730955064296722, 0.8172685503959656, 0.11176380515098572]	[0.032152943313121796, 0.14930714666843414, 0.7532458305358887, 0.6397611498832703]	[0.13085636496543884, 0.08460453897714615, 0.7421492338180542, 0.6518691182136536]
2024-10-15 19:24:32.072	[0.2448456883430481, -0.9791657328605652, 1.4935698509216309]	[0.23611317574977875, -1.0184508562088013, 1.1253052949905396]	[0.26274123787879944, -1.0198709964752197, 0.8844189047813416]	[0.2872675061225891, -0.8964434862136841, 0.10418924689292908]	[0.21047306060791016, -1.2183679342269897, 0.15671288967132568]	[0.2519140839576721, -0.7160997986793518, 0.722094714641571]	[0.4146547317504883, -1.183990240097046, 0.773219883441925]	[0.15884710848331451, -0.8011530041694641, 1.050370454788208]	[0.25371211767196655, -1.2353508472442627, 1.0512582063674927]	[0.2990388870239258, -1.1503978967666626, 0.5092849731445312]	[0.2598087787628174, -0.9061776399612427, 0.5024915337562561]	[-0.009328932501375675, 0.12314819544553757, 0.9277372360229492, 0.3522088825702667]	[-0.02559686452150345, -0.0062316348776221275, 0.7806596159934998, 0.6244009137153625]	[-0.0440576933324337, -0.03308504819869995, 0.7653551697731018, 0.641245424747467]	[-0.0361601896584034, 0.021607641130685806, 0.6988734602928162, 0.71400386095047]	[-0.026744868606328964, -0.040025804191827774, 0.8614030480384827, 0.505635678768158]	[-0.37991955876350403, 0.4428824782371521, 0.3717075288295746, 0.7220456004142761]	[-0.5217020511627197, 0.12385670840740204, -0.844031572341919, -0.009867416694760323]	[-0.27004414796829224, 0.5021237134933472, 0.29183924198150635, 0.7679698467254639]	[0.5086413621902466, -0.24531659483909607, 0.8178475499153137, 0.11058548092842102]	[0.032152943313121796, 0.14930714666843414, 0.7532458305358887, 0.6397611498832703]	[0.13085636496543884, 0.08460453897714615, 0.7421492338180542, 0.6518691182136536]
2024-10-15 19:24:32.082	[0.24469950795173645, -0.9791660904884338, 1.4935688972473145]	[0.2359664887189865, -1.018502950668335, 1.125315546989441]	[0.26262572407722473, -1.0199074745178223, 0.8844324946403503]	[0.2872850298881531, -0.8964874148368835, 0.10419191420078278]	[0.21044768393039703, -1.2183891534805298, 0.15669593214988708]	[0.25006815791130066, -0.716997504234314, 0.7217392325401306]	[0.4146615266799927, -1.1841284036636353, 0.773181676864624]	[0.1577531099319458, -0.8016275763511658, 1.050344467163086]	[0.25384700298309326, -1.2355589866638184, 1.0512584447860718]	[0.29890599846839905, -1.150512456893921, 0.5093129873275757]	[0.25997450947761536, -0.9062671065330505, 0.5025262832641602]	[-0.009530494920909405, 0.1233825832605362, 0.9283216595649719, 0.35057780146598816]	[-0.025440160185098648, -0.006217442452907562, 0.7806995511054993, 0.6243576407432556]	[-0.04408126324415207, -0.03315814957022667, 0.7652531862258911, 0.6413617730140686]	[-0.03613504394888878, 0.02138173021376133, 0.6988450884819031, 0.7140397429466248]	[-0.026774615049362183, -0.04012544825673103, 0.8613857626914978, 0.5056557655334473]	[-0.38010162115097046, 0.4437842071056366, 0.3718377351760864, 0.7213287353515625]	[-0.5217289924621582, 0.12223174422979355, -0.8442662358283997, -0.008529463782906532]	[-0.2703006863594055, 0.503190815448761, 0.29192858934402466, 0.7671468257904053]	[0.508897066116333, -0.24357056617736816, 0.8183431625366211, 0.10959761589765549]	[0.03201254457235336, 0.149133563041687, 0.7527974843978882, 0.6403361558914185]	[0.13097412884235382, 0.08475662022829056, 0.741692841053009, 0.6523449420928955]
2024-10-15 19:24:32.093	[0.24456016719341278, -0.9791540503501892, 1.4935641288757324]	[0.23582814633846283, -1.0185683965682983, 1.1253231763839722]	[0.26249536871910095, -1.019959807395935, 0.8844410181045532]	[0.28728723526000977, -0.8965258598327637, 0.10418987274169922]	[0.21043792366981506, -1.218404769897461, 0.15668165683746338]	[0.24817082285881042, -0.7179588675498962, 0.7212992310523987]	[0.414681613445282, -1.1842589378356934, 0.7731539011001587]	[0.15675795078277588, -0.8021581172943115, 1.0502567291259766]	[0.25397464632987976, -1.2357323169708252, 1.0512652397155762]	[0.29883119463920593, -1.1505732536315918, 0.5093237161636353]	[0.2600003480911255, -0.9063377380371094, 0.5025403499603271]	[-0.009709661826491356, 0.12360218167304993, 0.9289084076881409, 0.3489376902580261]	[-0.025318102911114693, -0.006163597106933594, 0.7807647585868835, 0.6242814660072327]	[-0.044073350727558136, -0.03319381922483444, 0.7651891708374023, 0.6414368152618408]	[-0.03612367436289787, 0.021213553845882416, 0.6988166570663452, 0.7140731811523438]	[-0.026783745735883713, -0.040200404822826385, 0.8613900542259216, 0.5056418776512146]	[-0.37975436449050903, 0.4451316297054291, 0.37204793095588684, 0.7205725312232971]	[-0.5217663645744324, 0.1208762526512146, -0.8444487452507019, -0.007427421398460865]	[-0.27021628618240356, 0.5045369267463684, 0.29175931215286255, 0.7663564085960388]	[0.5090994834899902, -0.24210771918296814, 0.8187576532363892, 0.10880063474178314]	[0.031943537294864655, 0.1490350216627121, 0.7526348233222961, 0.6405537724494934]	[0.13099181652069092, 0.08478300273418427, 0.7414525747299194, 0.6526110768318176]
2024-10-15 19:24:32.105	[0.24442046880722046, -0.9791507720947266, 1.4935648441314697]	[0.23570507764816284, -1.0186285972595215, 1.125335931777954]	[0.2622603178024292, -1.0200525522232056, 0.8844727873802185]	[0.2872962951660156, -0.8965490460395813, 0.1041901707649231]	[0.2104276418685913, -1.2184131145477295, 0.15667390823364258]	[0.24663150310516357, -0.7190374732017517, 0.7209275960922241]	[0.4147093892097473, -1.1843808889389038, 0.7730858325958252]	[0.1557919681072235, -0.8027262091636658, 1.0501774549484253]	[0.2541179955005646, -1.2358531951904297, 1.0512497425079346]	[0.298766553401947, -1.1506288051605225, 0.5093386173248291]	[0.26002657413482666, -0.9064050912857056, 0.5025590658187866]	[-0.010008472017943859, 0.12412731349468231, 0.929962694644928, 0.3459213376045227]	[-0.025122225284576416, -0.006137955468147993, 0.7810260057449341, 0.6239627599716187]	[-0.04405882582068443, -0.03324513137340546, 0.7651488184928894, 0.6414833664894104]	[-0.03610601648688316, 0.02104330062866211, 0.6988314390182495, 0.7140645980834961]	[-0.026799481362104416, -0.04022110626101494, 0.8613805770874023, 0.5056557059288025]	[-0.3800669312477112, 0.4459713101387024, 0.3720366656780243, 0.7198941111564636]	[-0.5218455791473389, 0.11974332481622696, -0.8445680141448975, -0.006604393012821674]	[-0.2712264955043793, 0.5061662793159485, 0.29168108105659485, 0.7649536728858948]	[0.509296715259552, -0.24089455604553223, 0.8190708756446838, 0.10821133106946945]	[0.0318884551525116, 0.14894390106201172, 0.7524757981300354, 0.6407644152641296]	[0.13100209832191467, 0.08480452001094818, 0.7412398457527161, 0.6528477668762207]
2024-10-15 19:24:32.117	[0.2440948337316513, -0.9791515469551086, 1.4935798645019531]	[0.23546873033046722, -1.0187443494796753, 1.1253678798675537]	[0.26215147972106934, -1.0200939178466797, 0.8844872117042542]	[0.2873132824897766, -0.8965712785720825, 0.10417693853378296]	[0.210418239235878, -1.218416690826416, 0.15666863322257996]	[0.2438889592885971, -0.7214914560317993, 0.7201775908470154]	[0.4147181510925293, -1.1846132278442383, 0.7728706002235413]	[0.15400245785713196, -0.8039697408676147, 1.0499935150146484]	[0.2544206380844116, -1.236008882522583, 1.0511963367462158]	[0.29869139194488525, -1.150678038597107, 0.5093586444854736]	[0.2600475549697876, -0.9065179824829102, 0.5026030540466309]	[-0.010188920423388481, 0.12434147298336029, 0.9304965734481812, 0.34440043568611145]	[-0.02501908876001835, -0.006134519353508949, 0.7812319993972778, 0.6237090826034546]	[-0.04404240474104881, -0.033280856907367706, 0.7651873826980591, 0.6414365768432617]	[-0.036040157079696655, 0.02075965702533722, 0.6988101005554199, 0.7140970230102539]	[-0.02685708925127983, -0.04030386358499527, 0.8613802194595337, 0.5056465864181519]	[-0.38111811876296997, 0.44769319891929626, 0.37192201614379883, 0.7183271050453186]	[-0.5221862196922302, 0.11810066550970078, -0.8445965051651001, -0.005537497811019421]	[-0.27184975147247314, 0.5068715214729309, 0.29132553935050964, 0.764400839805603]	[0.5097379088401794, -0.23909427225589752, 0.8194119930267334, 0.10754239559173584]	[0.03175704926252365, 0.14875076711177826, 0.7522136569023132, 0.6411234140396118]	[0.13099494576454163, 0.0848105326294899, 0.7408565282821655, 0.6532833576202393]
2024-10-15 19:24:32.128	[0.2439470887184143, -0.9791445732116699, 1.4935871362686157]	[0.2353552281856537, -1.018807291984558, 1.125387191772461]	[0.2620391547679901, -1.0201410055160522, 0.8845065832138062]	[0.2873106598854065, -0.8966066837310791, 0.10419440269470215]	[0.21040770411491394, -1.218434453010559, 0.1566562056541443]	[0.2428949475288391, -0.7229359149932861, 0.7198683023452759]	[0.4147047698497772, -1.184680700302124, 0.7727251648902893]	[0.15312348306179047, -0.8046464323997498, 1.049918532371521]	[0.2545813322067261, -1.2360432147979736, 1.0511500835418701]	[0.29855847358703613, -1.150768756866455, 0.5093908309936523]	[0.2600303292274475, -0.9065709114074707, 0.5026284456253052]	[-0.010402917861938477, 0.12461446970701218, 0.9311568140983582, 0.3425055146217346]	[-0.024904834106564522, -0.006114778108894825, 0.7814841866493225, 0.623397946357727]	[-0.044027313590049744, -0.03330215811729431, 0.7652666568756104, 0.6413419842720032]	[-0.03605472296476364, 0.02062656171619892, 0.6988409161567688, 0.7140701413154602]	[-0.026916734874248505, -0.04034263268113136, 0.8613839745521545, 0.505634069442749]	[-0.3818759024143219, 0.4483111500740051, 0.37124544382095337, 0.717889130115509]	[-0.5224039554595947, 0.11749745160341263, -0.844548225402832, -0.0051908972673118114]	[-0.27252984046936035, 0.507422924041748, 0.2907564640045166, 0.7640092372894287]	[0.5099992752075195, -0.2384321391582489, 0.8194695115089417, 0.10733432322740555]	[0.031701963394880295, 0.1486663669347763, 0.7521060705184937, 0.6412719488143921]	[0.13097986578941345, 0.08479572087526321, 0.7407320737838745, 0.6534294486045837]
2024-10-15 19:24:32.140	[0.2437424212694168, -0.9791286587715149, 1.4936151504516602]	[0.2353108823299408, -1.018872618675232, 1.1254249811172485]	[0.2619493007659912, -1.0201858282089233, 0.8845391273498535]	[0.28732770681381226, -0.8966025114059448, 0.10421007871627808]	[0.21039824187755585, -1.218437671661377, 0.15666714310646057]	[0.24219036102294922, -0.7246511578559875, 0.719576895236969]	[0.41464167833328247, -1.1846798658370972, 0.772567868232727]	[0.15214131772518158, -0.805303692817688, 1.0498509407043457]	[0.2547474503517151, -1.2360135316848755, 1.051103115081787]	[0.2985173761844635, -1.1508270502090454, 0.5094202160835266]	[0.2600265145301819, -0.9066420793533325, 0.5026700496673584]	[-0.010431570932269096, 0.1247294470667839, 0.9319495558738708, 0.34029942750930786]	[-0.02490246668457985, -0.006189968436956406, 0.7816380262374878, 0.623204231262207]	[-0.04392870143055916, -0.03327279910445213, 0.765288770198822, 0.6413239240646362]	[-0.03617248684167862, 0.020361918956041336, 0.6989249587059021, 0.7139894962310791]	[-0.026940759271383286, -0.040350839495658875, 0.8613795638084412, 0.5056396722793579]	[-0.38286906480789185, 0.44918638467788696, 0.36940065026283264, 0.7177646160125732]	[-0.5227029919624329, 0.11663349717855453, -0.8444875478744507, -0.00436777388677001]	[-0.272991806268692, 0.5079144835472107, 0.2895231246948242, 0.7639861106872559]	[0.5103186964988708, -0.2373409867286682, 0.8196328282356262, 0.10698684304952621]	[0.03166118264198303, 0.14859110116958618, 0.7518724203109741, 0.6415653228759766]	[0.13095435500144958, 0.08478394150733948, 0.7404887080192566, 0.6537117958068848]
2024-10-15 19:24:32.151	[0.2436150312423706, -0.979118824005127, 1.493597388267517]	[0.23521222174167633, -1.0189584493637085, 1.1254223585128784]	[0.26182612776756287, -1.0202337503433228, 0.884533703327179]	[0.2873251438140869, -0.8966060280799866, 0.10422292351722717]	[0.2103903591632843, -1.2184648513793945, 0.1566333770751953]	[0.2412703037261963, -0.7262936234474182, 0.7191476821899414]	[0.41463106870651245, -1.1846681833267212, 0.7724664807319641]	[0.15134240686893463, -0.8060085773468018, 1.049708604812622]	[0.254899799823761, -1.2360284328460693, 1.0510823726654053]	[0.2984335422515869, -1.150871992111206, 0.5094088315963745]	[0.2599222958087921, -0.9066929817199707, 0.5026738047599792]	[-0.010429962538182735, 0.1249711811542511, 0.932528018951416, 0.3386220932006836]	[-0.024850372225046158, -0.006137839984148741, 0.7819046974182129, 0.6228722929954529]	[-0.04384475573897362, -0.03329319506883621, 0.7653950452804565, 0.6412018537521362]	[-0.03635312616825104, 0.020224204286932945, 0.6990255117416382, 0.7138856649398804]	[-0.02692185714840889, -0.0404212586581707, 0.8613842129707336, 0.5056269764900208]	[-0.3835690915584564, 0.45046812295913696, 0.36810651421546936, 0.717252254486084]	[-0.5230046510696411, 0.11632538586854935, -0.8443450927734375, -0.004014874808490276]	[-0.27331727743148804, 0.5086649060249329, 0.28860580921173096, 0.763717532157898]	[0.5105381011962891, -0.23693831264972687, 0.819632887840271, 0.10683140903711319]	[0.03158353641629219, 0.14850583672523499, 0.7518240213394165, 0.6416456699371338]	[0.13086476922035217, 0.08470222353935242, 0.7404567003250122, 0.6537765264511108]
