timestamp	0::5::pos	0::3::pos	0::2::pos	0::47::pos	0::50::pos	0::23::pos	0::32::pos	0::8::pos	0::27::pos	0::49::pos	0::45::pos	0::5::ori	0::3::ori	0::2::ori	0::47::ori	0::50::ori	0::23::ori	0::32::ori	0::8::ori	0::27::ori	0::49::ori	0::45::ori
2024-10-15 19:24:40.173	[0.17530322074890137, -0.8852952718734741, 1.4962730407714844]	[0.18440040946006775, -0.9257409572601318, 1.1283016204833984]	[0.21206068992614746, -0.9202031493186951, 0.8875911235809326]	[0.22146478295326233, -0.8653621077537537, 0.10187068581581116]	[0.30484840273857117, -1.034759759902954, 0.18071839213371277]	[-0.026688238605856895, -0.557375431060791, 0.8184371590614319]	[0.6049529314041138, -0.9411489963531494, 0.8384113311767578]	[-0.0645131841301918, -0.8031381368637085, 1.0666265487670898]	[0.41300705075263977, -1.0432157516479492, 1.0783623456954956]	[0.371562123298645, -0.928878128528595, 0.5287259817123413]	[0.19138824939727783, -0.8496169447898865, 0.5031547546386719]	[-0.0013419878669083118, 0.11992965638637543, 0.9622300267219543, 0.2443942278623581]	[-0.038007702678442, -0.0042729186825454235, 0.9714457988739014, 0.2341586798429489]	[-0.051760729402303696, -0.02682003565132618, 0.9592912197113037, 0.27633675932884216]	[-0.07528284192085266, 0.022921215742826462, 0.9613111615180969, 0.2639850676059723]	[0.002141982549801469, 0.0966658890247345, 0.7314535975456238, 0.6750012636184692]	[-0.44797593355178833, 0.06504518538713455, 0.6417109370231628, 0.6191073656082153]	[-0.2966248691082001, -0.07696158438920975, -0.9458406567573547, 0.10712698847055435]	[-0.37031182646751404, 0.18299295008182526, 0.6054592728614807, 0.6802954077720642]	[0.4728480279445648, -0.07653642445802689, 0.8722849488258362, -0.09836648404598236]	[0.027248330414295197, 0.16957345604896545, 0.9062517285346985, 0.3862771689891815]	[0.009997434914112091, 0.18727749586105347, 0.9385302662849426, 0.2898070216178894]
2024-10-15 19:24:40.185	[0.17529429495334625, -0.8845894932746887, 1.496221661567688]	[0.1844187080860138, -0.9250597357749939, 1.128246784210205]	[0.2121259868144989, -0.9196420311927795, 0.8875389099121094]	[0.22150158882141113, -0.8653466701507568, 0.10176445543766022]	[0.30466169118881226, -1.0331658124923706, 0.18032211065292358]	[-0.025446072220802307, -0.559665858745575, 0.8154927492141724]	[0.6051440834999084, -0.9452351331710815, 0.8377267718315125]	[-0.06339078396558762, -0.8032629489898682, 1.0657559633255005]	[0.41237643361091614, -1.0439187288284302, 1.0783592462539673]	[0.3713475167751312, -0.9282851815223694, 0.5286380052566528]	[0.1913878470659256, -0.8493908047676086, 0.5030498504638672]	[-0.0015361588448286057, 0.11983553320169449, 0.9617260694503784, 0.246414452791214]	[-0.038243960589170456, -0.004175784066319466, 0.9713317155838013, 0.23459456861019135]	[-0.051917485892772675, -0.026618966832756996, 0.9592328667640686, 0.2765291929244995]	[-0.07493952661752701, 0.022829845547676086, 0.9613535404205322, 0.2639361619949341]	[0.0020518561359494925, 0.09505234658718109, 0.7294139266014099, 0.6774335503578186]	[-0.4513298571109772, 0.06810299307107925, 0.6415714621543884, 0.6164814829826355]	[-0.2973416745662689, -0.07564833015203476, -0.9466200470924377, 0.09887231886386871]	[-0.37348976731300354, 0.1848524659872055, 0.6046207547187805, 0.6787995100021362]	[0.4739818572998047, -0.07966451346874237, 0.8721582889556885, -0.09129531681537628]	[0.027624452486634254, 0.16827838122844696, 0.9061676263809204, 0.3870137929916382]	[0.009826648980379105, 0.18752726912498474, 0.9385396242141724, 0.2896209955215454]
2024-10-15 19:24:40.195	[0.1752954125404358, -0.883867084980011, 1.4962247610092163]	[0.1844218671321869, -0.9243541359901428, 1.1282398700714111]	[0.21214483678340912, -0.9190624356269836, 0.8875311017036438]	[0.22154179215431213, -0.8653407692909241, 0.10170716047286987]	[0.30442938208580017, -1.0318083763122559, 0.17996954917907715]	[-0.024095386266708374, -0.5616765022277832, 0.8127825856208801]	[0.6051921248435974, -0.949475109577179, 0.8370413780212402]	[-0.0622691735625267, -0.8031809329986572, 1.0650120973587036]	[0.41158485412597656, -1.0446641445159912, 1.0783371925354004]	[0.3708924353122711, -0.927636981010437, 0.5285407900810242]	[0.19137714803218842, -0.8491461873054504, 0.5030035972595215]	[-0.0016067831311374903, 0.11962524801492691, 0.9612547755241394, 0.24834752082824707]	[-0.03845430165529251, -0.004046550020575523, 0.9712057113647461, 0.23508380353450775]	[-0.05201495438814163, -0.02638913318514824, 0.9591729044914246, 0.27674052119255066]	[-0.07458184659481049, 0.022728711366653442, 0.9613876938819885, 0.2639220654964447]	[0.002123333513736725, 0.09314707666635513, 0.727240800857544, 0.6800293922424316]	[-0.45407605171203613, 0.0711306557059288, 0.6411418318748474, 0.61456698179245]	[-0.29800528287887573, -0.07422923296689987, -0.9474076628684998, 0.09000883996486664]	[-0.3762369751930237, 0.18717925250530243, 0.6035643815994263, 0.6775836944580078]	[0.4750922620296478, -0.08318429440259933, 0.8719620108604431, -0.08396400511264801]	[0.027795609086751938, 0.16722120344638824, 0.9065019488334656, 0.3866764307022095]	[0.009619763121008873, 0.18779735267162323, 0.9385174512863159, 0.2895249128341675]
2024-10-15 19:24:40.206	[0.17546118795871735, -0.8824489116668701, 1.496132254600525]	[0.1845867782831192, -0.9230203628540039, 1.128143310546875]	[0.2124563604593277, -0.9179984927177429, 0.8874456286430359]	[0.22159093618392944, -0.86533123254776, 0.10159187763929367]	[0.3042823374271393, -1.0299725532531738, 0.17948541045188904]	[-0.020868932828307152, -0.565366804599762, 0.8074854016304016]	[0.60542231798172, -0.9582264423370361, 0.8357897996902466]	[-0.0598483607172966, -0.8026576638221741, 1.0635699033737183]	[0.41016390919685364, -1.0462602376937866, 1.0783392190933228]	[0.3710198998451233, -0.9272016286849976, 0.5284197330474854]	[0.19160576164722443, -0.8486456274986267, 0.5027999877929688]	[-0.0016621327959001064, 0.11940019577741623, 0.9599923491477966, 0.2532895505428314]	[-0.03898456320166588, -0.003776214551180601, 0.970836877822876, 0.23652030527591705]	[-0.052436504513025284, -0.025987660512328148, 0.9588977694511414, 0.27765119075775146]	[-0.0746002122759819, 0.022414864972233772, 0.9614285826683044, 0.26379433274269104]	[0.0031429938971996307, 0.09022802859544754, 0.7236400842666626, 0.6842470765113831]	[-0.4597439169883728, 0.07718991488218307, 0.6394557952880859, 0.6113702654838562]	[-0.29918208718299866, -0.07133456319570541, -0.9488382339477539, 0.07146625965833664]	[-0.3815898001194, 0.1919454038143158, 0.6011581420898438, 0.6753925085067749]	[0.47708165645599365, -0.09072144329547882, 0.8714375495910645, -0.06898858398199081]	[0.028369931504130363, 0.16564956307411194, 0.9055154323577881, 0.38961169123649597]	[0.009585912339389324, 0.1884923130273819, 0.9383453130722046, 0.28963229060173035]
2024-10-15 19:24:40.217	[0.17558592557907104, -0.8817563056945801, 1.4961237907409668]	[0.18461373448371887, -0.9223635792732239, 1.1281315088272095]	[0.21255476772785187, -0.9174856543540955, 0.8874391317367554]	[0.22162029147148132, -0.8652845621109009, 0.10154534876346588]	[0.30422812700271606, -1.0293281078338623, 0.1792432963848114]	[-0.01919865421950817, -0.5671666860580444, 0.8049036860466003]	[0.6052134037017822, -0.9626457691192627, 0.8351503014564514]	[-0.05866629630327225, -0.8021999001502991, 1.062976360321045]	[0.40927812457084656, -1.0471497774124146, 1.0783216953277588]	[0.37090298533439636, -0.9271183609962463, 0.528354287147522]	[0.19169005751609802, -0.8484135866165161, 0.5027312636375427]	[-0.0014389058342203498, 0.11932820081710815, 0.9592448472976685, 0.2561406195163727]	[-0.03919503092765808, -0.0036168028600513935, 0.9706096053123474, 0.2374190241098404]	[-0.05264585465192795, -0.025774898007512093, 0.9587246179580688, 0.2782285809516907]	[-0.07463955879211426, 0.022271301597356796, 0.9614429473876953, 0.263743132352829]	[0.0033879056572914124, 0.08935867249965668, 0.7224988341331482, 0.6855646967887878]	[-0.46207427978515625, 0.08115789294242859, 0.6384543180465698, 0.6101449728012085]	[-0.2998175621032715, -0.06945925951004028, -0.949418306350708, 0.062368303537368774]	[-0.3837582468986511, 0.1951448619365692, 0.5995122194290161, 0.6747097373008728]	[0.4781189262866974, -0.094731904566288, 0.871008574962616, -0.0614180862903595]	[0.02842114120721817, 0.16491805016994476, 0.905223548412323, 0.39059510827064514]	[0.009540746919810772, 0.18874381482601166, 0.9382520914077759, 0.2897718846797943]
2024-10-15 19:24:40.228	[0.17577292025089264, -0.8810332417488098, 1.4961475133895874]	[0.1846889704465866, -0.9216739535331726, 1.1281524896621704]	[0.2126908004283905, -0.9169597625732422, 0.8874639868736267]	[0.22168421745300293, -0.8652442097663879, 0.10151034593582153]	[0.3042486608028412, -1.028688907623291, 0.17900997400283813]	[-0.01756187342107296, -0.5688401460647583, 0.8023301362991333]	[0.6051260232925415, -0.9670982956886292, 0.8347238898277283]	[-0.05734916031360626, -0.8015835881233215, 1.0623990297317505]	[0.4084268808364868, -1.048094391822815, 1.0783780813217163]	[0.37071502208709717, -0.9269715547561646, 0.5283045768737793]	[0.19188642501831055, -0.8481471538543701, 0.5027024745941162]	[-0.0011696232249960303, 0.1193242147564888, 0.9583307504653931, 0.2595430910587311]	[-0.03942906856536865, -0.003458681283518672, 0.9703251719474792, 0.23854219913482666]	[-0.0528411939740181, -0.025526171550154686, 0.9585041403770447, 0.27897313237190247]	[-0.07444865256547928, 0.022398771718144417, 0.961448609828949, 0.2637656033039093]	[0.003453328739851713, 0.08872955292463303, 0.7211998105049133, 0.6870123744010925]	[-0.46430495381355286, 0.085174560546875, 0.6376997232437134, 0.608691394329071]	[-0.30012330412864685, -0.0674498975276947, -0.9500221610069275, 0.05323898792266846]	[-0.3859206736087799, 0.1983722299337387, 0.5979908108711243, 0.6738847494125366]	[0.47886165976524353, -0.09887120127677917, 0.8706408143043518, -0.0538579560816288]	[0.02835950441658497, 0.1641746163368225, 0.905189037322998, 0.390992671251297]	[0.00952132884413004, 0.18905815482139587, 0.9380596280097961, 0.2901903986930847]
2024-10-15 19:24:40.237	[0.17600886523723602, -0.8803410530090332, 1.496132731437683]	[0.18476319313049316, -0.921034574508667, 1.1281380653381348]	[0.2128039300441742, -0.9164948463439941, 0.8874506950378418]	[0.22173047065734863, -0.8652138113975525, 0.10142728686332703]	[0.3042202591896057, -1.028238296508789, 0.17873403429985046]	[-0.015825437381863594, -0.5702956318855286, 0.7998220324516296]	[0.6049087643623352, -0.9716559648513794, 0.8342702388763428]	[-0.05594382435083389, -0.8008297681808472, 1.0617964267730713]	[0.4075125753879547, -1.0491158962249756, 1.0784118175506592]	[0.3703601062297821, -0.9268208146095276, 0.5281777381896973]	[0.19209223985671997, -0.8478977680206299, 0.5026522874832153]	[-0.0007472964935004711, 0.11941353231668472, 0.957240641117096, 0.2634963393211365]	[-0.039650022983551025, -0.003266673069447279, 0.9699826240539551, 0.2398979365825653]	[-0.05299694091081619, -0.025249356403946877, 0.9582560658454895, 0.27981996536254883]	[-0.0743100568652153, 0.022535188123583794, 0.9614795446395874, 0.2636803090572357]	[0.003024026285856962, 0.08823612332344055, 0.7201220989227295, 0.6882074475288391]	[-0.46641865372657776, 0.08889944106340408, 0.6368022561073303, 0.6074812412261963]	[-0.3004792332649231, -0.06517203897237778, -0.9505483508110046, 0.04384846240282059]	[-0.38798969984054565, 0.20155881345272064, 0.5965173840522766, 0.6730565428733826]	[0.4796258807182312, -0.10335909575223923, 0.8701426386833191, -0.046127431094646454]	[0.028188250958919525, 0.16358906030654907, 0.9054732918739319, 0.39059221744537354]	[0.00949714332818985, 0.1893680840730667, 0.9378477334976196, 0.29067403078079224]
2024-10-15 19:24:40.249	[0.1763436645269394, -0.8796483874320984, 1.496079921722412]	[0.18490105867385864, -0.9204244613647461, 1.128089189529419]	[0.21301454305648804, -0.9161040186882019, 0.8874062895774841]	[0.22177466750144958, -0.8651927709579468, 0.10138259828090668]	[0.3041953146457672, -1.028017282485962, 0.17852115631103516]	[-0.014003857970237732, -0.5716431140899658, 0.7973490953445435]	[0.6047365665435791, -0.9762687087059021, 0.8338708877563477]	[-0.054508186876773834, -0.799970269203186, 1.0611999034881592]	[0.40658217668533325, -1.0501656532287598, 1.0783942937850952]	[0.3703201413154602, -0.9269440174102783, 0.5280674695968628]	[0.19238421320915222, -0.8476564884185791, 0.5025597810745239]	[-0.00023516081273555756, 0.11950618773698807, 0.9558960795402527, 0.26829254627227783]	[-0.03990817070007324, -0.003019221592694521, 0.9695615172386169, 0.24155502021312714]	[-0.05323987826704979, -0.02491781860589981, 0.9579290747642517, 0.280921071767807]	[-0.07425034791231155, 0.022379878908395767, 0.9615020155906677, 0.26362845301628113]	[0.002800997579470277, 0.08762526512145996, 0.7192217707633972, 0.6892270445823669]	[-0.4684670567512512, 0.09266006201505661, 0.6356868147850037, 0.6065106391906738]	[-0.30066102743148804, -0.06226165220141411, -0.951093852519989, 0.03386840596795082]	[-0.3899243175983429, 0.20487044751644135, 0.5949726104736328, 0.6723055839538574]	[0.4802384674549103, -0.10864134877920151, 0.8695506453514099, -0.03807716444134712]	[0.028213398531079292, 0.1631603091955185, 0.9052001237869263, 0.3914017677307129]	[0.009604248218238354, 0.18974964320659637, 0.9376197457313538, 0.2911565601825714]
2024-10-15 19:24:40.260	[0.17678475379943848, -0.8789618015289307, 1.4960377216339111]	[0.18506348133087158, -0.9198161363601685, 1.1280494928359985]	[0.21321789920330048, -0.9157387018203735, 0.8873671293258667]	[0.2217872440814972, -0.8651931881904602, 0.10136505961418152]	[0.3041432201862335, -1.02816641330719, 0.1783958375453949]	[-0.012290960177779198, -0.5729032754898071, 0.7949396967887878]	[0.6044881343841553, -0.9808586239814758, 0.8335234522819519]	[-0.05299901217222214, -0.799049973487854, 1.0606294870376587]	[0.405585378408432, -1.05128812789917, 1.0783367156982422]	[0.37030619382858276, -0.9272363185882568, 0.5279762744903564]	[0.1926579475402832, -0.8474127054214478, 0.50245600938797]	[0.00032804952934384346, 0.1196877509355545, 0.9542640447616577, 0.2739616632461548]	[-0.04009082168340683, -0.002750919433310628, 0.9690869450569153, 0.24342481791973114]	[-0.05342885106801987, -0.024532902985811234, 0.9575431942939758, 0.28223133087158203]	[-0.0743773952126503, 0.02238243818283081, 0.9614786505699158, 0.2636774182319641]	[0.002780269831418991, 0.08690807968378067, 0.7190797924995422, 0.6894660592079163]	[-0.4703337252140045, 0.09626120328903198, 0.6348744630813599, 0.6053548455238342]	[-0.3007023334503174, -0.0587509423494339, -0.9516065120697021, 0.02390536479651928]	[-0.39185619354248047, 0.20813041925430298, 0.5935945510864258, 0.6713986396789551]	[0.48071736097335815, -0.11439845710992813, 0.8688649535179138, -0.02996310219168663]	[0.02818429097533226, 0.16302379965782166, 0.9048507213592529, 0.3922678232192993]	[0.009791647084057331, 0.19016511738300323, 0.937389612197876, 0.2916196882724762]
2024-10-15 19:24:40.271	[0.17723864316940308, -0.87831711769104, 1.4960319995880127]	[0.18518514931201935, -0.9191873669624329, 1.128042221069336]	[0.21340107917785645, -0.9153434038162231, 0.8873632550239563]	[0.22181017696857452, -0.8651838302612305, 0.10136902332305908]	[0.3039909601211548, -1.0290522575378418, 0.17841598391532898]	[-0.010644350200891495, -0.5740045309066772, 0.7925682067871094]	[0.6040961742401123, -0.9855065941810608, 0.8332330584526062]	[-0.05146179348230362, -0.7979418635368347, 1.0600895881652832]	[0.4045587182044983, -1.0524404048919678, 1.0783690214157104]	[0.3700622022151947, -0.9276182651519775, 0.5278679132461548]	[0.19292260706424713, -0.8471545577049255, 0.5023750066757202]	[0.0011173891834914684, 0.11989621818065643, 0.9523741006851196, 0.28036975860595703]	[-0.040276482701301575, -0.002546049654483795, 0.9685614705085754, 0.24547921121120453]	[-0.05365139618515968, -0.024186106398701668, 0.957118034362793, 0.2836576998233795]	[-0.07462979853153229, 0.022470077499747276, 0.9614434838294983, 0.26372677087783813]	[0.0031417906284332275, 0.08602382987737656, 0.7204298377037048, 0.6881649494171143]	[-0.47168484330177307, 0.10005318373441696, 0.634232759475708, 0.6043604612350464]	[-0.30040493607521057, -0.0560721829533577, -0.9520551562309265, 0.014280780218541622]	[-0.3935452401638031, 0.2118070125579834, 0.592095136642456, 0.6705842614173889]	[0.4811987578868866, -0.11935573071241379, 0.8681647181510925, -0.022183777764439583]	[0.027875371277332306, 0.16360870003700256, 0.9049584269523621, 0.3917976915836334]	[0.00997148547321558, 0.19057245552539825, 0.9371575117111206, 0.29209330677986145]
2024-10-15 19:24:40.283	[0.17780780792236328, -0.8777213096618652, 1.4959865808486938]	[0.1853865385055542, -0.9185366034507751, 1.1279975175857544]	[0.21373580396175385, -0.9149014949798584, 0.887330949306488]	[0.22184717655181885, -0.8651727437973022, 0.10135780274868011]	[0.30399924516677856, -1.030234694480896, 0.17873084545135498]	[-0.008998038247227669, -0.5750398635864258, 0.7900779843330383]	[0.6035977602005005, -0.9902325868606567, 0.8329210877418518]	[-0.04977594316005707, -0.7966415286064148, 1.0595271587371826]	[0.4034504294395447, -1.0536977052688599, 1.0783367156982422]	[0.37051790952682495, -0.9280596971511841, 0.5278818607330322]	[0.19335435330867767, -0.8468208909034729, 0.502251386642456]	[0.002039549173787236, 0.12031958252191544, 0.9500789046287537, 0.28786975145339966]	[-0.0404847227036953, -0.002472013933584094, 0.9679363965988159, 0.2478993684053421]	[-0.05399653688073158, -0.023946749046444893, 0.9566007852554321, 0.28535205125808716]	[-0.074733667075634, 0.02258879318833351, 0.961418867111206, 0.2637769877910614]	[0.0046922191977500916, 0.08564984053373337, 0.7221131920814514, 0.6864362359046936]	[-0.4733694791793823, 0.10380801558494568, 0.6337529420852661, 0.6029117107391357]	[-0.3000324070453644, -0.05315350368618965, -0.952436625957489, 0.004455032758414745]	[-0.39555373787879944, 0.21535654366016388, 0.5907939672470093, 0.6694187521934509]	[0.4815899729728699, -0.12465386092662811, 0.8673675656318665, -0.014355693012475967]	[0.027830803766846657, 0.16485470533370972, 0.9042699933052063, 0.3928666412830353]	[0.010277518071234226, 0.19114165008068085, 0.9368594884872437, 0.2926664650440216]
2024-10-15 19:24:40.294	[0.1784338802099228, -0.8771796226501465, 1.495856761932373]	[0.1855383664369583, -0.9179219007492065, 1.1278648376464844]	[0.21400028467178345, -0.9144858121871948, 0.8872085809707642]	[0.22185653448104858, -0.8651590347290039, 0.10136015713214874]	[0.3040802478790283, -1.031154751777649, 0.178970605134964]	[-0.007337499409914017, -0.5760124325752258, 0.7876014709472656]	[0.6029226779937744, -0.9949019551277161, 0.8324679732322693]	[-0.04813616722822189, -0.7952964305877686, 1.0589373111724854]	[0.4023105502128601, -1.0549827814102173, 1.0782270431518555]	[0.37115374207496643, -0.9284726977348328, 0.5278666615486145]	[0.19377386569976807, -0.8464807271957397, 0.5020651817321777]	[0.0032870369032025337, 0.12079117447137833, 0.9474043846130371, 0.29635074734687805]	[-0.04062556475400925, -0.002359728328883648, 0.9672533273696899, 0.2505294382572174]	[-0.054291173815727234, -0.023726362735033035, 0.9560264945030212, 0.28723329305648804]	[-0.07500395178794861, 0.022690294310450554, 0.9613682627677917, 0.26387619972229004]	[0.006058167666196823, 0.08555778861045837, 0.7233527302742004, 0.6851306557655334]	[-0.4752747118473053, 0.10728826373815536, 0.6330976486206055, 0.6014903783798218]	[-0.2998654842376709, -0.0507085882127285, -0.9526209235191345, -0.004777134861797094]	[-0.39768803119659424, 0.21869102120399475, 0.589544951915741, 0.66817307472229]	[0.4819689393043518, -0.12936095893383026, 0.8665587902069092, -0.006896163336932659]	[0.027885479852557182, 0.16588790714740753, 0.9032285809516907, 0.3948186933994293]	[0.010592835955321789, 0.19175364077091217, 0.9364759922027588, 0.29348111152648926]
2024-10-15 19:24:40.305	[0.17991213500499725, -0.8761473894119263, 1.495513677597046]	[0.18581435084342957, -0.916795551776886, 1.127532958984375]	[0.2142930030822754, -0.9138790369033813, 0.886871874332428]	[0.22185516357421875, -0.8651291728019714, 0.10137894749641418]	[0.3040813207626343, -1.032029390335083, 0.1790163516998291]	[-0.004342332482337952, -0.577593207359314, 0.7824885249137878]	[0.6016864776611328, -1.004321575164795, 0.8319375514984131]	[-0.04458537697792053, -0.7919576168060303, 1.0577675104141235]	[0.399951696395874, -1.0577733516693115, 1.0780211687088013]	[0.3714365065097809, -0.9289907813072205, 0.5277529954910278]	[0.19418123364448547, -0.846196711063385, 0.5018894672393799]	[0.005966121330857277, 0.12187648564577103, 0.9410836100578308, 0.31539204716682434]	[-0.040786441415548325, -0.002020915737375617, 0.965537428855896, 0.257040798664093]	[-0.05452325567603111, -0.02297007292509079, 0.9546403884887695, 0.2918243408203125]	[-0.07529506087303162, 0.02287154458463192, 0.9613217115402222, 0.2639474868774414]	[0.0069089485332369804, 0.08513291925191879, 0.7245209217071533, 0.6839401125907898]	[-0.4783703684806824, 0.1146666556596756, 0.6326801180839539, 0.5981047749519348]	[-0.2985661029815674, -0.045392267405986786, -0.9530239105224609, -0.023308411240577698]	[-0.4019356071949005, 0.22615204751491547, 0.5872145891189575, 0.6651933193206787]	[0.48198676109313965, -0.13923971354961395, 0.8650084137916565, 0.007839124649763107]	[0.027792517095804214, 0.1665518581867218, 0.9025247097015381, 0.3961530327796936]	[0.010879583656787872, 0.19229009747505188, 0.936032772064209, 0.29453152418136597]
2024-10-15 19:24:40.317	[0.17991213500499725, -0.8761473894119263, 1.495513677597046]	[0.18581435084342957, -0.916795551776886, 1.127532958984375]	[0.2142930030822754, -0.9138790369033813, 0.886871874332428]	[0.22184988856315613, -0.8651211261749268, 0.10137493908405304]	[0.30401304364204407, -1.0330095291137695, 0.1788979172706604]	[-0.004342332482337952, -0.577593207359314, 0.7824885249137878]	[0.6016864776611328, -1.004321575164795, 0.8319375514984131]	[-0.04458537697792053, -0.7919576168060303, 1.0577675104141235]	[0.399951696395874, -1.0577733516693115, 1.0780211687088013]	[0.37139424681663513, -0.9295641183853149, 0.5275090336799622]	[0.19457216560840607, -0.8458929061889648, 0.5016812086105347]	[0.005966121330857277, 0.12187648564577103, 0.9410836100578308, 0.31539204716682434]	[-0.040786441415548325, -0.002020915737375617, 0.965537428855896, 0.257040798664093]	[-0.05452325567603111, -0.02297007292509079, 0.9546403884887695, 0.2918243408203125]	[-0.07555815577507019, 0.023140842095017433, 0.9612825512886047, 0.2639913558959961]	[0.0071351416409015656, 0.08440243452787399, 0.7262219190597534, 0.6822221279144287]	[-0.4783703684806824, 0.1146666556596756, 0.6326801180839539, 0.5981047749519348]	[-0.2985661029815674, -0.045392267405986786, -0.9530239105224609, -0.023308411240577698]	[-0.4019356071949005, 0.22615204751491547, 0.5872145891189575, 0.6651933193206787]	[0.48198676109313965, -0.13923971354961395, 0.8650084137916565, 0.007839124649763107]	[0.027492713183164597, 0.16710993647575378, 0.9021833539009094, 0.39671602845191956]	[0.011111787520349026, 0.19287994503974915, 0.9355684518814087, 0.29561060667037964]
2024-10-15 19:24:40.328	[0.18181972205638885, -0.8753069043159485, 1.4952462911605835]	[0.18628160655498505, -0.9156400561332703, 1.127295732498169]	[0.21488143503665924, -0.9132097363471985, 0.886643648147583]	[0.22188107669353485, -0.865115225315094, 0.10138846933841705]	[0.3038802146911621, -1.0341342687606812, 0.17872771620750427]	[-0.0028563402593135834, -0.5782595872879028, 0.7799208760261536]	[0.6009553074836731, -1.009214997291565, 0.8316006660461426]	[-0.040653929114341736, -0.7880708575248718, 1.0566871166229248]	[0.3987283706665039, -1.0592734813690186, 1.0779249668121338]	[0.37100639939308167, -0.930118978023529, 0.5272184610366821]	[0.19496303796768188, -0.8455954790115356, 0.5015202164649963]	[0.008938943967223167, 0.12317582964897156, 0.9331756830215454, 0.33753660321235657]	[-0.040975939482450485, -0.0020070611499249935, 0.9633809924125671, 0.2649795413017273]	[-0.0549296960234642, -0.02239740639925003, 0.9529458284378052, 0.2972801923751831]	[-0.07571166008710861, 0.023460503667593002, 0.9612277746200562, 0.2641184329986572]	[0.006863430142402649, 0.0834786593914032, 0.7286142706871033, 0.6797834038734436]	[-0.4815390110015869, 0.12205185741186142, 0.632704496383667, 0.5940611958503723]	[-0.2985613942146301, -0.04307378828525543, -0.9528476595878601, -0.032972272485494614]	[-0.40640488266944885, 0.23388037085533142, 0.5854315757751465, 0.6613660454750061]	[0.4818013310432434, -0.144270658493042, 0.8641887903213501, 0.015210451558232307]	[0.02696489915251732, 0.1676820069551468, 0.9023556709289551, 0.3961184620857239]	[0.011281895451247692, 0.1934340000152588, 0.9350642561912537, 0.2968350350856781]
2024-10-15 19:24:40.339	[0.18286734819412231, -0.8749709129333496, 1.4950850009918213]	[0.18659146130084991, -0.9150447845458984, 1.1271580457687378]	[0.2154059112071991, -0.912811279296875, 0.8865296244621277]	[0.22204115986824036, -0.8651478886604309, 0.10137182474136353]	[0.3039942979812622, -1.036278247833252, 0.17880544066429138]	[-8.000247180461884e-05, -0.5793536305427551, 0.7747076153755188]	[0.5992187261581421, -1.0186078548431396, 0.8312143683433533]	[-0.03858264535665512, -0.7859772443771362, 1.0560697317123413]	[0.3959694802761078, -1.0624635219573975, 1.0777242183685303]	[0.37185022234916687, -0.9317077994346619, 0.5269886255264282]	[0.19645759463310242, -0.8450362086296082, 0.5012047290802002]	[0.01076799351722002, 0.12393435835838318, 0.9284908175468445, 0.3498987555503845]	[-0.04124471917748451, -0.002138681011274457, 0.9621182084083557, 0.26948633790016174]	[-0.05540294945240021, -0.022322995588183403, 0.9519453048706055, 0.3003872334957123]	[-0.07528455555438995, 0.024080287665128708, 0.9611716866493225, 0.26438894867897034]	[0.007693947292864323, 0.08275003731250763, 0.7325106263160706, 0.6756637692451477]	[-0.48302194476127625, 0.12538982927799225, 0.6325680613517761, 0.5923047065734863]	[-0.298115998506546, -0.03746618330478668, -0.9524266719818115, -0.05105574056506157]	[-0.4086121618747711, 0.23784156143665314, 0.584616482257843, 0.659311056137085]	[0.4808705449104309, -0.15465426445007324, 0.8625513315200806, 0.029170172289013863]	[0.02690737321972847, 0.16892662644386292, 0.9005746245384216, 0.39963120222091675]	[0.012211416848003864, 0.1947840452194214, 0.933836042881012, 0.2997671067714691]
2024-10-15 19:24:40.351	[0.18404731154441833, -0.8746144771575928, 1.494924783706665]	[0.1869182139635086, -0.9144551753997803, 1.1270170211791992]	[0.21586118638515472, -0.9124931693077087, 0.8864017128944397]	[0.22204115986824036, -0.8651478886604309, 0.10137182474136353]	[0.3039942979812622, -1.036278247833252, 0.17880544066429138]	[0.0012264158576726913, -0.5798515677452087, 0.7719918489456177]	[0.5992187261581421, -1.0186078548431396, 0.8312143683433533]	[-0.03639644384384155, -0.7837347388267517, 1.0554749965667725]	[0.3959694802761078, -1.0624635219573975, 1.0777242183685303]	[0.37185022234916687, -0.9317077994346619, 0.5269886255264282]	[0.19645759463310242, -0.8450362086296082, 0.5012047290802002]	[0.012823925353586674, 0.12463834881782532, 0.9231343269348145, 0.36348867416381836]	[-0.04142102599143982, -0.002091342583298683, 0.9608104228973389, 0.27408650517463684]	[-0.05575237050652504, -0.02205475978553295, 0.9509219527244568, 0.303566575050354]	[-0.07528455555438995, 0.024080287665128708, 0.9611716866493225, 0.26438894867897034]	[0.007693947292864323, 0.08275003731250763, 0.7325106263160706, 0.6756637692451477]	[-0.4844575822353363, 0.12905140221118927, 0.632637083530426, 0.590268611907959]	[-0.298115998506546, -0.03746618330478668, -0.9524266719818115, -0.05105574056506157]	[-0.4108208417892456, 0.24215932190418243, 0.5839614272117615, 0.656943142414093]	[0.4798648953437805, -0.16069148480892181, 0.8617398142814636, 0.036230020225048065]	[0.02690737321972847, 0.16892662644386292, 0.9005746245384216, 0.39963120222091675]	[0.012211416848003864, 0.1947840452194214, 0.933836042881012, 0.2997671067714691]
