timestamp	1::5::pos	1::23::pos	1::2::pos	1::47::pos	1::11::pos	1::27::pos	1::49::pos	1::8::pos	1::45::pos	1::50::pos	1::5::ori	1::23::ori	1::2::ori	1::47::ori	1::11::ori	1::27::ori	1::49::ori	1::8::ori	1::45::ori	1::50::ori
2024-08-27 15:27:56.962	[0.04509790986776352, 1.4875212907791138, -0.07526350021362305]	[-0.16663193702697754, 0.7155295014381409, -0.1507914960384369]	[0.07313772290945053, 0.8590020537376404, -0.02810041233897209]	[-0.1290893703699112, 0.010752111673355103, -0.11848318576812744]	[-0.1622144877910614, 0.8093668222427368, -0.18277102708816528]	[0.2861930727958679, 1.012037992477417, -0.060735415667295456]	[0.1841452717781067, 0.5763636231422424, -0.03008730337023735]	[-0.14487598836421967, 1.0054926872253418, -0.026687225326895714]	[-0.06111842393875122, 0.5843877792358398, -0.022617530077695847]	[0.2382441908121109, 0.08142238855361938, 0.061872053891420364]	[-0.0635998547077179, 0.9298373460769653, -0.1020788848400116, -0.34776070713996887]	[-0.6468098163604736, 0.6189772486686707, 0.4449213445186615, -0.02343522571027279]	[0.008173426613211632, 0.9989776611328125, -0.018697861582040787, -0.040340691804885864]	[0.08830277621746063, 0.9788544178009033, -0.02261674590408802, 0.1831265240907669]	[-0.5637409090995789, 0.7602355480194092, 0.055942922830581665, 0.3179755210876465]	[0.6617295145988464, 0.7283863425254822, 0.1364780068397522, -0.1137595847249031]	[-0.05457151681184769, 0.9943274259567261, -0.09083230048418045, 0.009183949790894985]	[-0.6803479790687561, 0.6746653914451599, 0.2843286395072937, 0.033325690776109695]	[0.10201767832040787, 0.9934889674186707, -0.020076317712664604, -0.046573031693696976]	[-0.008592799305915833, 0.9754961729049683, -0.04193646088242531, 0.2158118635416031]
2024-08-27 15:27:56.974	[0.0450584702193737, 1.4875110387802124, -0.07532529532909393]	[-0.1665898710489273, 0.7155106067657471, -0.1508304625749588]	[0.07313226163387299, 0.8590008020401001, -0.028119994327425957]	[-0.12908083200454712, 0.010752573609352112, -0.11847097426652908]	[-0.16217535734176636, 0.8093448281288147, -0.18281950056552887]	[0.2860788106918335, 1.0119996070861816, -0.060796674340963364]	[0.18414120376110077, 0.5763739347457886, -0.030106347054243088]	[-0.14489004015922546, 1.005482792854309, -0.026739228516817093]	[-0.06111971288919449, 0.5843867063522339, -0.02262747287750244]	[0.23824289441108704, 0.08143681287765503, 0.06187322363257408]	[-0.06356559693813324, 0.9298336505889893, -0.10212653130292892, -0.34776297211647034]	[-0.6469136476516724, 0.618963897228241, 0.444790244102478, -0.02341168373823166]	[0.008126234635710716, 0.9989776015281677, -0.018711168318986893, -0.04034288972616196]	[0.08823805302381516, 0.9788610935211182, -0.02261282317340374, 0.1831221729516983]	[-0.5638171434402466, 0.7601556777954102, 0.05583798140287399, 0.31804993748664856]	[0.6619033813476562, 0.728182852268219, 0.13691717386245728, -0.11352274566888809]	[-0.05457199364900589, 0.9943260550498962, -0.09084706753492355, 0.009190987795591354]	[-0.6804028153419495, 0.6746476292610168, 0.28423187136650085, 0.033389341086149216]	[0.10202052444219589, 0.9934890866279602, -0.020090900361537933, -0.04655981436371803]	[-0.008598529733717442, 0.975491464138031, -0.0419795885682106, 0.21582476794719696]
2024-08-27 15:27:56.985	[0.04497707635164261, 1.487484335899353, -0.07545212656259537]	[-0.16655027866363525, 0.71546870470047, -0.15088848769664764]	[0.07311327755451202, 0.8589923977851868, -0.02815244346857071]	[-0.12910093367099762, 0.010754406452178955, -0.11847986280918121]	[-0.16211818158626556, 0.8092992901802063, -0.18289513885974884]	[0.28596898913383484, 1.0119545459747314, -0.060849692672491074]	[0.1841326653957367, 0.5763700604438782, -0.030108224600553513]	[-0.14487460255622864, 1.005420446395874, -0.026843875646591187]	[-0.061131544411182404, 0.5843779444694519, -0.022629860788583755]	[0.23824483156204224, 0.08143356442451477, 0.06186890974640846]	[-0.06353997439146042, 0.9297960996627808, -0.10222161561250687, -0.3478401303291321]	[-0.6468501687049866, 0.6189603209495544, 0.4448913037776947, -0.023339098319411278]	[0.008061390370130539, 0.9989770650863647, -0.018749097362160683, -0.04035226255655289]	[0.08830469846725464, 0.9788556694984436, -0.022558199241757393, 0.18312601745128632]	[-0.5635416507720947, 0.7603291869163513, 0.05608370900154114, 0.31808051466941833]	[0.6620606184005737, 0.7280123829841614, 0.13726873695850372, -0.11327463388442993]	[-0.05458053573966026, 0.9943259358406067, -0.09084568917751312, 0.009170700795948505]	[-0.6805297136306763, 0.6745564937591553, 0.2841547727584839, 0.0333024337887764]	[0.10202222317457199, 0.9934885501861572, -0.02009200118482113, -0.04656584560871124]	[-0.0086117684841156, 0.9754917025566101, -0.04198558256030083, 0.21582205593585968]
2024-08-27 15:27:56.997	[0.04494525492191315, 1.4874749183654785, -0.0755150243639946]	[-0.166554257273674, 0.7154414653778076, -0.1510130912065506]	[0.07311078161001205, 0.8589890003204346, -0.028169283643364906]	[-0.12911175191402435, 0.010746635496616364, -0.11848148703575134]	[-0.16210290789604187, 0.8092957735061646, -0.18293774127960205]	[0.28576987981796265, 1.0119245052337646, -0.06095138192176819]	[0.1841311901807785, 0.5763792991638184, -0.03014015592634678]	[-0.14488539099693298, 1.005407691001892, -0.026881257072091103]	[-0.06113150715827942, 0.5843766927719116, -0.022661129012703896]	[0.238242045044899, 0.08144831657409668, 0.06186772137880325]	[-0.06356454640626907, 0.9297641515731812, -0.10227138549089432, -0.3479063808917999]	[-0.6466862559318542, 0.6189689040184021, 0.4451260268688202, -0.023178450763225555]	[0.008036178536713123, 0.9989774227142334, -0.018770188093185425, -0.040340606123209]	[0.08847140520811081, 0.9788402915000916, -0.022522764280438423, 0.18313194811344147]	[-0.5635013580322266, 0.7603355050086975, 0.056121744215488434, 0.3181299865245819]	[0.6623794436454773, 0.7276572585105896, 0.1378166377544403, -0.113026462495327]	[-0.05458257347345352, 0.9943228363990784, -0.09087471663951874, 0.009202505461871624]	[-0.6805720925331116, 0.6745238304138184, 0.28412768244743347, 0.03332817181944847]	[0.10201042890548706, 0.9934875965118408, -0.020122220739722252, -0.04659983515739441]	[-0.00854252278804779, 0.9754832983016968, -0.042051322758197784, 0.2158501148223877]
2024-08-27 15:27:57.008	[0.04492390900850296, 1.487452507019043, -0.07560659199953079]	[-0.16655313968658447, 0.7154239416122437, -0.151078462600708]	[0.07310500741004944, 0.858977198600769, -0.028184618800878525]	[-0.12910106778144836, 0.01074168086051941, -0.11849073320627213]	[-0.16211117804050446, 0.8092820048332214, -0.18299363553524017]	[0.28567183017730713, 1.0118860006332397, -0.06101140379905701]	[0.18412700295448303, 0.5763726830482483, -0.030148953199386597]	[-0.14489544928073883, 1.0053834915161133, -0.026927514001727104]	[-0.061134375631809235, 0.5843690633773804, -0.022665269672870636]	[0.23824679851531982, 0.08144411444664001, 0.061866313219070435]	[-0.06357826292514801, 0.9297612309455872, -0.10232209414243698, -0.3478967845439911]	[-0.6466609835624695, 0.6189295053482056, 0.44521620869636536, -0.023206360638141632]	[0.008018936961889267, 0.998975932598114, -0.01882266066968441, -0.04035574942827225]	[0.08839002996683121, 0.9788498878479004, -0.022487740963697433, 0.1831240952014923]	[-0.5634944438934326, 0.7603487968444824, 0.05621928721666336, 0.3180929124355316]	[0.6625331044197083, 0.7274975776672363, 0.13810931146144867, -0.11279609799385071]	[-0.054588235914707184, 0.9943220019340515, -0.09088411182165146, 0.00916578434407711]	[-0.6805967688560486, 0.6744741797447205, 0.28419098258018494, 0.033288635313510895]	[0.10200586915016174, 0.9934872388839722, -0.02011549472808838, -0.046617601066827774]	[-0.008582241833209991, 0.9754903316497803, -0.042080458253622055, 0.21581082046031952]
2024-08-27 15:27:57.020	[0.044857971370220184, 1.4874377250671387, -0.07574466615915298]	[-0.16655130684375763, 0.7154143452644348, -0.1511891484260559]	[0.0730980709195137, 0.858979344367981, -0.02822793461382389]	[-0.1290917843580246, 0.010754019021987915, -0.11849406361579895]	[-0.16214123368263245, 0.8092816472053528, -0.1830817013978958]	[0.2854895293712616, 1.0118263959884644, -0.06110106781125069]	[0.1841220110654831, 0.5763754844665527, -0.0301559716463089]	[-0.1449050009250641, 1.005361557006836, -0.027003388851881027]	[-0.061139065772295, 0.5843744874000549, -0.022676819935441017]	[0.2382412999868393, 0.08144736289978027, 0.06186190992593765]	[-0.06371310353279114, 0.9296751022338867, -0.10237638652324677, -0.3480861186981201]	[-0.6465624570846558, 0.6188212633132935, 0.44550254940986633, -0.023341810330748558]	[0.007988560013473034, 0.9989733099937439, -0.01889578253030777, -0.04039168730378151]	[0.0882934182882309, 0.9788598418235779, -0.02252979204058647, 0.1831125169992447]	[-0.5634812116622925, 0.7604062557220459, 0.05651980638504028, 0.3179258704185486]	[0.6628106236457825, 0.7272299528121948, 0.13856621086597443, -0.11233069002628326]	[-0.05458742752671242, 0.9943217635154724, -0.09088700264692307, 0.009161718189716339]	[-0.680640697479248, 0.6743503212928772, 0.28440096974372864, 0.03310519829392433]	[0.1020069569349289, 0.9934872388839722, -0.020123930647969246, -0.04661408066749573]	[-0.008630312979221344, 0.9754844307899475, -0.04207352176308632, 0.21583664417266846]
2024-08-27 15:27:57.029	[0.04483397677540779, 1.4874433279037476, -0.07581441104412079]	[-0.1665515899658203, 0.7154111266136169, -0.15121260285377502]	[0.07309902459383011, 0.8589837551116943, -0.02824702300131321]	[-0.1290845423936844, 0.01075965166091919, -0.11848727613687515]	[-0.16215837001800537, 0.8092774748802185, -0.18311013281345367]	[0.2853911519050598, 1.011807918548584, -0.061142683029174805]	[0.18411779403686523, 0.5763856768608093, -0.03018953837454319]	[-0.14491522312164307, 1.005366563796997, -0.027044128626585007]	[-0.061140138655900955, 0.5843802690505981, -0.022699611261487007]	[0.2382296770811081, 0.08146083354949951, 0.06185036897659302]	[-0.06372738629579544, 0.929627537727356, -0.10242015868425369, -0.3481978178024292]	[-0.6465158462524414, 0.6188024282455444, 0.44558972120285034, -0.023466652259230614]	[0.00795590877532959, 0.9989722967147827, -0.018931034952402115, -0.040406234562397]	[0.08823516964912415, 0.9788635969161987, -0.02267136424779892, 0.18310298025608063]	[-0.5635066628456116, 0.7604358196258545, 0.05660417675971985, 0.3177950084209442]	[0.6629284620285034, 0.7271193861961365, 0.13867336511611938, -0.11221831291913986]	[-0.05457740277051926, 0.9943205118179321, -0.0909108892083168, 0.00912926159799099]	[-0.6806690692901611, 0.6742987036705017, 0.28446951508522034, 0.0329868458211422]	[0.10201237350702286, 0.9934840798377991, -0.0201437808573246, -0.04666116461157799]	[-0.008582130074501038, 0.9754787087440491, -0.04206660017371178, 0.2158660590648651]
2024-08-27 15:27:57.041	[0.04480188339948654, 1.4874367713928223, -0.07588544487953186]	[-0.16656483709812164, 0.7154073715209961, -0.15124592185020447]	[0.07308448106050491, 0.8589838147163391, -0.02827264927327633]	[-0.12907364964485168, 0.01075674593448639, -0.11847105622291565]	[-0.16219083964824677, 0.8092759251594543, -0.18313956260681152]	[0.28528308868408203, 1.0117719173431396, -0.06118716672062874]	[0.18410620093345642, 0.5763928890228271, -0.03020920231938362]	[-0.1449335217475891, 1.0053606033325195, -0.027071010321378708]	[-0.06114904582500458, 0.584382951259613, -0.02270527184009552]	[0.2382279634475708, 0.08147034049034119, 0.06183728948235512]	[-0.06373044103384018, 0.9295884966850281, -0.10245547443628311, -0.3482907712459564]	[-0.6464753150939941, 0.6187549829483032, 0.4457090198993683, -0.02356879413127899]	[0.007937666028738022, 0.9989702105522156, -0.018972402438521385, -0.040443841367959976]	[0.08815712481737137, 0.9788678884506226, -0.022693119943141937, 0.18311461806297302]	[-0.5635254979133606, 0.7604577541351318, 0.0567307323217392, 0.3176867365837097]	[0.663025438785553, 0.7270323038101196, 0.13881565630435944, -0.11203385889530182]	[-0.05458369106054306, 0.9943196773529053, -0.0909196063876152, 0.009089444763958454]	[-0.680684506893158, 0.6742423176765442, 0.28457772731781006, 0.032884031534194946]	[0.10200633108615875, 0.9934836030006409, -0.020157406106591225, -0.0466776080429554]	[-0.008635788224637508, 0.9754695892333984, -0.042156245559453964, 0.21588726341724396]
2024-08-27 15:27:57.052	[0.04471403360366821, 1.4874305725097656, -0.07603634148836136]	[-0.16656602919101715, 0.7153897881507874, -0.15131878852844238]	[0.07306750863790512, 0.858983039855957, -0.02832791581749916]	[-0.12907646596431732, 0.010752327740192413, -0.11847575008869171]	[-0.16225063800811768, 0.809258222579956, -0.183220773935318]	[0.2851749062538147, 1.0117454528808594, -0.06124363839626312]	[0.1841028481721878, 0.576392412185669, -0.030227206647396088]	[-0.14495933055877686, 1.005342960357666, -0.027143020182847977]	[-0.061154723167419434, 0.5843812823295593, -0.02272086776793003]	[0.23823709785938263, 0.08147412538528442, 0.06183473765850067]	[-0.06366333365440369, 0.929476797580719, -0.10248997807502747, -0.34859102964401245]	[-0.6464393138885498, 0.6186339855194092, 0.4459121823310852, -0.023888971656560898]	[0.007892566733062267, 0.9989667534828186, -0.019061453640460968, -0.040496330708265305]	[0.08812940865755081, 0.9788674116134644, -0.022691624239087105, 0.18313130736351013]	[-0.5636622309684753, 0.7604605555534363, 0.05696713179349899, 0.3173949420452118]	[0.6631878018379211, 0.726915717124939, 0.13890857994556427, -0.1117137223482132]	[-0.05459180101752281, 0.9943180084228516, -0.09093776345252991, 0.009039800614118576]	[-0.680711567401886, 0.674111008644104, 0.2848520874977112, 0.032641924917697906]	[0.10201042145490646, 0.9934827089309692, -0.020163219422101974, -0.04668403044342995]	[-0.008660167455673218, 0.9754803776741028, -0.042166776955127716, 0.2158357948064804]
2024-08-27 15:27:57.064	[0.04467112571001053, 1.4874249696731567, -0.07610295712947845]	[-0.16657660901546478, 0.7153745293617249, -0.15135295689105988]	[0.07305604219436646, 0.858985424041748, -0.028364457190036774]	[-0.12911155819892883, 0.010749965906143188, -0.11849410831928253]	[-0.1622917503118515, 0.8092429637908936, -0.183259055018425]	[0.28494179248809814, 1.01170015335083, -0.061341334134340286]	[0.18408484756946564, 0.5763996839523315, -0.030272556468844414]	[-0.1449725329875946, 1.005326509475708, -0.0271763876080513]	[-0.06116621196269989, 0.5843795537948608, -0.022742900997400284]	[0.2382345348596573, 0.08149218559265137, 0.06183840334415436]	[-0.06363444775342941, 0.9294179677963257, -0.10249421000480652, -0.348751962184906]	[-0.6464266777038574, 0.6185687184333801, 0.44601234793663025, -0.02405090071260929]	[0.007875142619013786, 0.9989640116691589, -0.01909179799258709, -0.04055125638842583]	[0.08836778998374939, 0.9788525104522705, -0.022580798715353012, 0.1831095814704895]	[-0.563735842704773, 0.7604573369026184, 0.057086654007434845, 0.3172503113746643]	[0.6632681488990784, 0.7268617153167725, 0.13893312215805054, -0.11155746132135391]	[-0.0546015202999115, 0.9943133592605591, -0.0909905955195427, 0.008970359340310097]	[-0.6807053089141846, 0.6740599274635315, 0.28500208258628845, 0.03251657262444496]	[0.10199382156133652, 0.9934808611869812, -0.02017359621822834, -0.04675554856657982]	[-0.008656926453113556, 0.9754862785339355, -0.04218219965696335, 0.21580621600151062]
2024-08-27 15:27:57.075	[0.044623903930187225, 1.4874202013015747, -0.0761697068810463]	[-0.1665814220905304, 0.7153517603874207, -0.15138763189315796]	[0.07305878400802612, 0.8589829802513123, -0.028384443372488022]	[-0.12909875810146332, 0.010748744010925293, -0.11848961561918259]	[-0.1623271107673645, 0.8092212080955505, -0.18329474329948425]	[0.28484630584716797, 1.011687994003296, -0.06138239800930023]	[0.1840866059064865, 0.5763955116271973, -0.030283404514193535]	[-0.1449868381023407, 1.0053074359893799, -0.02721802331507206]	[-0.06116153299808502, 0.5843725204467773, -0.022747337818145752]	[0.23823264241218567, 0.0814887285232544, 0.061833105981349945]	[-0.06358005851507187, 0.9293530583381653, -0.10253555327653885, -0.3489225506782532]	[-0.6464402675628662, 0.6184890866279602, 0.4460958242416382, -0.024185054004192352]	[0.007840429432690144, 0.998958170413971, -0.019188521429896355, -0.04065602645277977]	[0.08832577615976334, 0.9788568019866943, -0.02258477546274662, 0.18310639262199402]	[-0.5638175010681152, 0.76043301820755, 0.057199425995349884, 0.31714296340942383]	[0.6633462905883789, 0.7268190383911133, 0.1388562172651291, -0.11146651953458786]	[-0.0545966699719429, 0.99431312084198, -0.09099695086479187, 0.008956247009336948]	[-0.6807020306587219, 0.6740208268165588, 0.28511735796928406, 0.032384518533945084]	[0.10199391096830368, 0.9934797883033752, -0.0201819259673357, -0.04677646979689598]	[-0.008693180978298187, 0.9754845499992371, -0.042178329080343246, 0.21581320464611053]
2024-08-27 15:27:57.086	[0.044546350836753845, 1.487382411956787, -0.07630817592144012]	[-0.1666325330734253, 0.7153154015541077, -0.15146894752979279]	[0.07303546369075775, 0.858966052532196, -0.028447696939110756]	[-0.1290886402130127, 0.01077105849981308, -0.11849209666252136]	[-0.16243378818035126, 0.8091945648193359, -0.18335489928722382]	[0.28469136357307434, 1.011634349822998, -0.06145723536610603]	[0.18407848477363586, 0.5764042139053345, -0.030299173668026924]	[-0.14501886069774628, 1.005252718925476, -0.027257829904556274]	[-0.06117061898112297, 0.5843825936317444, -0.022757070139050484]	[0.2382286936044693, 0.08150121569633484, 0.061835601925849915]	[-0.06358809769153595, 0.9292371869087219, -0.10262838751077652, -0.3492025136947632]	[-0.6463543176651001, 0.6183202266693115, 0.44644105434417725, -0.024425756186246872]	[0.007848190143704414, 0.9989557266235352, -0.019234733656048775, -0.04069389030337334]	[0.08823753893375397, 0.9788569808006287, -0.022531479597091675, 0.18315476179122925]	[-0.5638701319694519, 0.7604694366455078, 0.05758196860551834, 0.31689292192459106]	[0.6635084748268127, 0.7267314791679382, 0.13862426578998566, -0.11136065423488617]	[-0.0545969195663929, 0.9943115711212158, -0.0910177081823349, 0.008910734206438065]	[-0.6806750297546387, 0.6739112734794617, 0.28547099232673645, 0.03211628645658493]	[0.10200167447328568, 0.9934772849082947, -0.020184967666864395, -0.046810150146484375]	[-0.008687607944011688, 0.9754810929298401, -0.04223461076617241, 0.21581822633743286]
2024-08-27 15:27:57.098	[0.044520437717437744, 1.4873647689819336, -0.0763801634311676]	[-0.16668543219566345, 0.7153022289276123, -0.15149886906147003]	[0.07303499430418015, 0.8589648008346558, -0.028472421690821648]	[-0.12908627092838287, 0.010745398700237274, -0.11847799271345139]	[-0.16249796748161316, 0.8091795444488525, -0.1833915412425995]	[0.2846165597438812, 1.0116101503372192, -0.06149525195360184]	[0.18406395614147186, 0.576397180557251, -0.0303349606692791]	[-0.14504307508468628, 1.005231499671936, -0.027277911081910133]	[-0.06117762252688408, 0.5843749642372131, -0.022765113040804863]	[0.23822763562202454, 0.08150190114974976, 0.061833735555410385]	[-0.06359392404556274, 0.9291759729385376, -0.10271827131509781, -0.3493378162384033]	[-0.6462885737419128, 0.6183245182037354, 0.4465237557888031, -0.024543697014451027]	[0.007845855318009853, 0.9989532828330994, -0.019279256463050842, -0.040731627494096756]	[0.08823275566101074, 0.9788621068000793, -0.022562332451343536, 0.18312565982341766]	[-0.5638756155967712, 0.760516345500946, 0.057650111615657806, 0.3167582154273987]	[0.6635792255401611, 0.7266979217529297, 0.1385209858417511, -0.11128661036491394]	[-0.05460626259446144, 0.9943081736564636, -0.09105430543422699, 0.008861311711370945]	[-0.6806432604789734, 0.6738897562026978, 0.2856038510799408, 0.032059233635663986]	[0.10198266059160233, 0.9934773445129395, -0.02019813098013401, -0.04684361815452576]	[-0.008635102771222591, 0.9754805564880371, -0.04222869500517845, 0.215823695063591]
2024-08-27 15:27:57.109	[0.04446043819189072, 1.4873298406600952, -0.07653456181287766]	[-0.16674423217773438, 0.715283215045929, -0.15152400732040405]	[0.07303106039762497, 0.8589500784873962, -0.028551865369081497]	[-0.1290878802537918, 0.010760694742202759, -0.11848785728216171]	[-0.16256357729434967, 0.8091570138931274, -0.18342804908752441]	[0.28454482555389404, 1.0115948915481567, -0.06153314188122749]	[0.1840679943561554, 0.5763908624649048, -0.030362091958522797]	[-0.1450682431459427, 1.0051780939102173, -0.02733001485466957]	[-0.06117627024650574, 0.5843726396560669, -0.02278081886470318]	[0.23823021352291107, 0.08149805665016174, 0.06182042509317398]	[-0.06367050111293793, 0.9290577173233032, -0.10285337269306183, -0.34959840774536133]	[-0.6462162733078003, 0.6183531284332275, 0.44658246636390686, -0.024661296978592873]	[0.007865037769079208, 0.9989489316940308, -0.019339393824338913, -0.04080613702535629]	[0.0881245955824852, 0.9788798689842224, -0.022505369037389755, 0.1830897182226181]	[-0.5638416409492493, 0.7606545686721802, 0.05781741440296173, 0.3164559602737427]	[0.6636391878128052, 0.7266743183135986, 0.13839147984981537, -0.11124418675899506]	[-0.05460336059331894, 0.9943071007728577, -0.09106920659542084, 0.00884294044226408]	[-0.6805534362792969, 0.673876166343689, 0.2858695685863495, 0.03188294172286987]	[0.10199560970067978, 0.993474006652832, -0.020206324756145477, -0.04688262566924095]	[-0.008625932037830353, 0.9754814505577087, -0.04225064069032669, 0.21581584215164185]
2024-08-27 15:27:57.121	[0.044426079839468, 1.4873136281967163, -0.07659236341714859]	[-0.16687732934951782, 0.7152495980262756, -0.15158681571483612]	[0.07302747666835785, 0.85894376039505, -0.02858204022049904]	[-0.12907437980175018, 0.01075785607099533, -0.11848695576190948]	[-0.16270840167999268, 0.8091263175010681, -0.1834840178489685]	[0.28440922498703003, 1.0115418434143066, -0.0615982823073864]	[0.18406033515930176, 0.5763875246047974, -0.030376769602298737]	[-0.14508183300495148, 1.0051589012145996, -0.0273504126816988]	[-0.06118342652916908, 0.5843691825866699, -0.022801298648118973]	[0.23823189735412598, 0.08149877190589905, 0.06182224303483963]	[-0.06371594965457916, 0.9289950728416443, -0.10294808447360992, -0.3497288227081299]	[-0.6459693312644958, 0.6183730363845825, 0.4469011127948761, -0.024856802076101303]	[0.007874890230596066, 0.998947024345398, -0.019366752356290817, -0.040839288383722305]	[0.08806393295526505, 0.9788822531700134, -0.02258484624326229, 0.18309620022773743]	[-0.5637670755386353, 0.7607548236846924, 0.057946689426898956, 0.3163241744041443]	[0.6637436151504517, 0.7266379594802856, 0.13816288113594055, -0.11114295572042465]	[-0.05461189150810242, 0.9943051934242249, -0.09108632802963257, 0.008831963874399662]	[-0.6804907321929932, 0.673882782459259, 0.2860133945941925, 0.03179226443171501]	[0.10199207067489624, 0.9934746026992798, -0.020234664902091026, -0.04686699062585831]	[-0.00863669067621231, 0.9754814505577087, -0.042246751487255096, 0.21581602096557617]
2024-08-27 15:27:57.132	[0.04439891129732132, 1.4872875213623047, -0.07666876912117004]	[-0.16696001589298248, 0.7152349352836609, -0.1516236960887909]	[0.07301967591047287, 0.8589305281639099, -0.02862541750073433]	[-0.12909159064292908, 0.010734714567661285, -0.11848263442516327]	[-0.16278308629989624, 0.8091145157814026, -0.18351155519485474]	[0.28436222672462463, 1.0115076303482056, -0.061636459082365036]	[0.18404807150363922, 0.5763733983039856, -0.03041519969701767]	[-0.1450914442539215, 1.0051357746124268, -0.027377769351005554]	[-0.061191391199827194, 0.5843583941459656, -0.022835884243249893]	[0.23821896314620972, 0.08148947358131409, 0.061809830367565155]	[-0.06376715749502182, 0.9289563894271851, -0.10305149108171463, -0.3497917652130127]	[-0.6458309292793274, 0.6184083819389343, 0.4470509886741638, -0.02488148771226406]	[0.007898703217506409, 0.9989452958106995, -0.0193914957344532, -0.04086517542600632]	[0.08828006684780121, 0.9788516759872437, -0.022695405408740044, 0.1831417679786682]	[-0.5636618137359619, 0.7608632445335388, 0.05805598199367523, 0.3162308931350708]	[0.6637788414955139, 0.7266398668289185, 0.1380276083946228, -0.11108860373497009]	[-0.054612111300230026, 0.9943028092384338, -0.09111202508211136, 0.008837856352329254]	[-0.6804226636886597, 0.6739119291305542, 0.28611478209495544, 0.031717754900455475]	[0.10198338329792023, 0.9934747219085693, -0.020261477679014206, -0.04687177389860153]	[-0.008749723434448242, 0.9754660129547119, -0.04232977703213692, 0.21586522459983826]
2024-08-27 15:27:57.143	[0.04433716833591461, 1.4872554540634155, -0.07678961008787155]	[-0.16707958281040192, 0.7152172327041626, -0.15161940455436707]	[0.07301393151283264, 0.858922004699707, -0.028724554926156998]	[-0.1291019320487976, 0.010753326117992401, -0.11848700791597366]	[-0.16295497119426727, 0.8090692162513733, -0.18352603912353516]	[0.2843269109725952, 1.0115000009536743, -0.06166090443730354]	[0.1840498000383377, 0.5763756632804871, -0.030444592237472534]	[-0.14509546756744385, 1.0050992965698242, -0.027436355128884315]	[-0.06118788942694664, 0.5843639373779297, -0.022855214774608612]	[0.23822177946567535, 0.08149710297584534, 0.06180863082408905]	[-0.0639028325676918, 0.9288322329521179, -0.10324013233184814, -0.3500407934188843]	[-0.6456185579299927, 0.6185316443443298, 0.4471852779388428, -0.024913745000958443]	[0.00793744157999754, 0.9989407658576965, -0.019402235746383667, -0.04096371307969093]	[0.08839287608861923, 0.9788408875465393, -0.022599175572395325, 0.18315738439559937]	[-0.5633469820022583, 0.7612022757530212, 0.05815836787223816, 0.3159573972225189]	[0.6638101935386658, 0.7266393899917603, 0.13789482414722443, -0.11106902360916138]	[-0.05460994318127632, 0.9943004846572876, -0.09114250540733337, 0.00879781786352396]	[-0.6802375316619873, 0.674060583114624, 0.28622591495513916, 0.03152814134955406]	[0.10198777914047241, 0.9934719204902649, -0.020282451063394547, -0.046912264078855515]	[-0.008763044141232967, 0.9754682779312134, -0.04235318303108215, 0.21584975719451904]
2024-08-27 15:27:57.155	[0.044315434992313385, 1.487230658531189, -0.0768456757068634]	[-0.16728833317756653, 0.7151825428009033, -0.15165339410305023]	[0.07300708442926407, 0.8589073419570923, -0.028780458495020866]	[-0.12909138202667236, 0.010734334588050842, -0.11848364770412445]	[-0.16304916143417358, 0.8090597987174988, -0.18353964388370514]	[0.28425928950309753, 1.0114400386810303, -0.061720363795757294]	[0.1840318888425827, 0.5763550996780396, -0.030512286350131035]	[-0.14510945975780487, 1.0050840377807617, -0.027457283809781075]	[-0.06120232865214348, 0.5843507051467896, -0.022927459329366684]	[0.23821759223937988, 0.08149057626724243, 0.061808496713638306]	[-0.06395067274570465, 0.928786039352417, -0.10337021946907043, -0.350116491317749]	[-0.6452627182006836, 0.6187151074409485, 0.447441965341568, -0.02497001178562641]	[0.007955634035170078, 0.9989397525787354, -0.01939311996102333, -0.04098828509449959]	[0.08827818185091019, 0.978855311870575, -0.022584164515137672, 0.18313758075237274]	[-0.5632238388061523, 0.761328935623169, 0.05822919309139252, 0.3158584535121918]	[0.6638457179069519, 0.7266795635223389, 0.13778093457221985, -0.11073508113622665]	[-0.05462241172790527, 0.9942936897277832, -0.09121134132146835, 0.008774728514254093]	[-0.680141270160675, 0.674125611782074, 0.2863093614578247, 0.03145725280046463]	[0.10197397321462631, 0.9934713840484619, -0.02035141922533512, -0.046922579407691956]	[-0.008772410452365875, 0.9754640460014343, -0.04234190285205841, 0.2158709317445755]
