timestamp	1::5::pos	1::23::pos	1::2::pos	1::47::pos	1::11::pos	1::27::pos	1::49::pos	1::8::pos	1::45::pos	1::50::pos	1::5::ori	1::23::ori	1::2::ori	1::47::ori	1::11::ori	1::27::ori	1::49::ori	1::8::ori	1::45::ori	1::50::ori
2024-08-27 15:27:59.138	[0.0553123913705349, 1.4810030460357666, -0.07060535252094269]	[-0.17970147728919983, 0.7255918979644775, -0.1546083390712738]	[0.07261806726455688, 0.855153501033783, -0.024617712944746017]	[-0.12907208502292633, 0.010884448885917664, -0.11849259585142136]	[-0.17158569395542145, 0.8198415040969849, -0.18458779156208038]	[0.4846143126487732, 1.1595135927200317, -0.07406294345855713]	[0.18335136771202087, 0.5757001638412476, -0.027963589876890182]	[-0.1541091650724411, 1.0122392177581787, -0.023771367967128754]	[-0.0616755373775959, 0.5843252539634705, -0.01944717764854431]	[0.23868931829929352, 0.08060348033905029, 0.06240800395607948]	[-0.07188049703836441, 0.9292120337486267, -0.09082522988319397, -0.3509258031845093]	[-0.6400784254074097, 0.6255022287368774, 0.44612598419189453, -0.004268327262252569]	[0.011507585644721985, 0.9990122318267822, -0.02685708738863468, -0.03348112851381302]	[0.08775478601455688, 0.9788782596588135, -0.02235768549144268, 0.18329402804374695]	[-0.5479867458343506, 0.7664284706115723, 0.0535607635974884, 0.33080074191093445]	[0.2627444863319397, 0.8986155390739441, 0.3500049114227295, -0.03085520677268505]	[-0.05510622635483742, 0.994446337223053, -0.08964977413415909, 0.001694657257758081]	[-0.6773895621299744, 0.6773772239685059, 0.2819752097129822, 0.05285494029521942]	[0.10166320204734802, 0.9933382272720337, -0.01658746786415577, -0.05165883153676987]	[-0.009081213735044003, 0.9760119318962097, -0.03886273503303528, 0.2140277922153473]
2024-08-27 15:27:59.149	[0.05534844845533371, 1.4809898138046265, -0.07060521841049194]	[-0.17955902218818665, 0.7256218194961548, -0.1547142118215561]	[0.0726391077041626, 0.855146586894989, -0.024580299854278564]	[-0.12907925248146057, 0.010888710618019104, -0.11848248541355133]	[-0.17144270241260529, 0.8198792338371277, -0.1846691071987152]	[0.4852064251899719, 1.160607099533081, -0.07416662573814392]	[0.1833711564540863, 0.575684130191803, -0.027930552139878273]	[-0.15407633781433105, 1.012245535850525, -0.02380375936627388]	[-0.061663851141929626, 0.584334135055542, -0.01941613480448723]	[0.23868818581104279, 0.08058050274848938, 0.0624154657125473]	[-0.07190897315740585, 0.9291719198226929, -0.09087751060724258, -0.3510127067565918]	[-0.6403095722198486, 0.6253880262374878, 0.44595658779144287, -0.00402921624481678]	[0.011566977947950363, 0.9990125894546509, -0.026880433782935143, -0.0334305576980114]	[0.08772308379411697, 0.9788727164268494, -0.022451497614383698, 0.18332740664482117]	[-0.5480588674545288, 0.7662426829338074, 0.05347592383623123, 0.3311253786087036]	[0.2609395384788513, 0.8988498449325562, 0.3507145345211029, -0.03128770738840103]	[-0.055088743567466736, 0.9944497346878052, -0.08962192386388779, 0.0017337579047307372]	[-0.6774768233299255, 0.6773225665092468, 0.2818474769592285, 0.05311508849263191]	[0.10167846828699112, 0.9933369159698486, -0.016559666022658348, -0.05166342854499817]	[-0.009098893962800503, 0.9760229587554932, -0.038734789937734604, 0.213999941945076]
2024-08-27 15:27:59.161	[0.05539987236261368, 1.480979084968567, -0.07059337943792343]	[-0.17939652502536774, 0.7256335616111755, -0.15479676425457]	[0.07267767935991287, 0.855155348777771, -0.024535756558179855]	[-0.12908105552196503, 0.010900363326072693, -0.11847812682390213]	[-0.1711358278989792, 0.8199079632759094, -0.18477888405323029]	[0.4857683777809143, 1.161698341369629, -0.07435241341590881]	[0.18338190019130707, 0.5756862163543701, -0.027923041954636574]	[-0.15397441387176514, 1.0122387409210205, -0.023840533569455147]	[-0.06165560334920883, 0.5843498706817627, -0.01940775290131569]	[0.23869824409484863, 0.08058112859725952, 0.062415800988674164]	[-0.07193320989608765, 0.9290874600410461, -0.09104210138320923, -0.3511887490749359]	[-0.6406598687171936, 0.6251919865608215, 0.44573044776916504, -0.0037982033099979162]	[0.011686650104820728, 0.9990144968032837, -0.026895059272646904, -0.033319149166345596]	[0.08778288215398788, 0.9788621068000793, -0.022489937022328377, 0.18335078656673431]	[-0.5482369065284729, 0.765957236289978, 0.05338558554649353, 0.3315054774284363]	[0.25732719898223877, 0.8993077278137207, 0.3521527647972107, -0.031888753175735474]	[-0.055088069289922714, 0.9944503903388977, -0.08961465209722519, 0.0017347412649542093]	[-0.6777033805847168, 0.6771371364593506, 0.28168606758117676, 0.05344562232494354]	[0.10168558359146118, 0.9933369159698486, -0.016553962603211403, -0.05165039002895355]	[-0.009130566380918026, 0.9760278463363647, -0.03873370960354805, 0.2139766812324524]
2024-08-27 15:27:59.172	[0.05542213097214699, 1.4809842109680176, -0.07058143615722656]	[-0.17903681099414825, 0.7256384491920471, -0.15487095713615417]	[0.0726981982588768, 0.8551666140556335, -0.02450799196958542]	[-0.1290939599275589, 0.01090279221534729, -0.11846926063299179]	[-0.17096330225467682, 0.819901704788208, -0.18481925129890442]	[0.48689210414886475, 1.1639277935028076, -0.07467003166675568]	[0.18340541422367096, 0.5756855010986328, -0.02787317894399166]	[-0.15392109751701355, 1.012243628501892, -0.023857980966567993]	[-0.061629801988601685, 0.5843714475631714, -0.01937733218073845]	[0.23868867754936218, 0.08056911826133728, 0.06242421269416809]	[-0.0719635859131813, 0.9290242791175842, -0.09110545367002487, -0.3513331115245819]	[-0.6408684253692627, 0.6251224875450134, 0.44552770256996155, -0.003830661764368415]	[0.01175309531390667, 0.9990177154541016, -0.02686784230172634, -0.033221833407878876]	[0.08790741860866547, 0.9788461327552795, -0.022676970809698105, 0.18335291743278503]	[-0.5484316349029541, 0.7657920718193054, 0.05324908345937729, 0.3315867781639099]	[0.2555724084377289, 0.8996314406394958, 0.35255563259124756, -0.03241227567195892]	[-0.05505898594856262, 0.9944558143615723, -0.0895705297589302, 0.0017806205432862043]	[-0.6778523325920105, 0.6770164966583252, 0.2815941274166107, 0.05356963351368904]	[0.10170558094978333, 0.9933385848999023, -0.016527967527508736, -0.05158785358071327]	[-0.009021289646625519, 0.9760249853134155, -0.03868532180786133, 0.21400293707847595]
2024-08-27 15:27:59.184	[0.055449653416872025, 1.480974555015564, -0.07057332992553711]	[-0.17887228727340698, 0.7256432175636292, -0.15491150319576263]	[0.07272341102361679, 0.855167806148529, -0.024496067315340042]	[-0.1291034072637558, 0.010913461446762085, -0.11845936626195908]	[-0.17081080377101898, 0.8199052214622498, -0.1848669797182083]	[0.4874529242515564, 1.1649973392486572, -0.07475271821022034]	[0.18342271447181702, 0.5756790041923523, -0.027866462245583534]	[-0.15387380123138428, 1.0122438669204712, -0.023872194811701775]	[-0.061617884784936905, 0.5843831896781921, -0.01936442404985428]	[0.23870472609996796, 0.0805627703666687, 0.06243227422237396]	[-0.07203800976276398, 0.9289731383323669, -0.09119029343128204, -0.3514310419559479]	[-0.6410337090492249, 0.6250671744346619, 0.4453676640987396, -0.0037998876068741083]	[0.011832416988909245, 0.9990198016166687, -0.026849910616874695, -0.0331442691385746]	[0.0879489853978157, 0.9788383841514587, -0.022643743082880974, 0.18337903916835785]	[-0.548556387424469, 0.7656614780426025, 0.05314154177904129, 0.3316991627216339]	[0.253868043422699, 0.8998733162879944, 0.35311782360076904, -0.03296735882759094]	[-0.055058155208826065, 0.9944558143615723, -0.08957168459892273, 0.00178489217069]	[-0.6779770255088806, 0.6769128441810608, 0.2815130650997162, 0.05372660607099533]	[0.10172384232282639, 0.9933381676673889, -0.016524391248822212, -0.05156036838889122]	[-0.009085609577596188, 0.9760258793830872, -0.03869275376200676, 0.21399477124214172]
2024-08-27 15:27:59.195	[0.05549954995512962, 1.480977177619934, -0.07056209444999695]	[-0.17852665483951569, 0.7256835103034973, -0.15501563251018524]	[0.0727781429886818, 0.8551795482635498, -0.024456985294818878]	[-0.12909795343875885, 0.010909385979175568, -0.11845343559980392]	[-0.17047685384750366, 0.8199465274810791, -0.18497076630592346]	[0.4885769188404083, 1.167184829711914, -0.07489316910505295]	[0.18343627452850342, 0.5756697058677673, -0.027849571779370308]	[-0.1538001298904419, 1.0122689008712769, -0.023900333791971207]	[-0.06159975752234459, 0.5843909978866577, -0.019346464425325394]	[0.23870384693145752, 0.0805501937866211, 0.06243965029716492]	[-0.0722697302699089, 0.9288902878761292, -0.0912783294916153, -0.35157954692840576]	[-0.6414624452590942, 0.6249284148216248, 0.44494694471359253, -0.003566495608538389]	[0.011984126642346382, 0.9990220069885254, -0.026868421584367752, -0.03300759568810463]	[0.08790621906518936, 0.9788466095924377, -0.022684119641780853, 0.18335029482841492]	[-0.5488001704216003, 0.7653232216835022, 0.05285540223121643, 0.332122266292572]	[0.2504936754703522, 0.9004366993904114, 0.3539583683013916, -0.034353017807006836]	[-0.05504247918725014, 0.994457483291626, -0.08956284075975418, 0.0017714458517730236]	[-0.6782532930374146, 0.6767176389694214, 0.2812310755252838, 0.05417387932538986]	[0.10173092037439346, 0.9933377504348755, -0.01650513894855976, -0.05156131833791733]	[-0.009053156711161137, 0.9760342836380005, -0.03862157091498375, 0.213971346616745]
2024-08-27 15:27:59.207	[0.05550629273056984, 1.4809831380844116, -0.07054983079433441]	[-0.17838388681411743, 0.7257118821144104, -0.15504729747772217]	[0.07281149178743362, 0.8551902174949646, -0.024430979043245316]	[-0.12910504639148712, 0.0109100341796875, -0.1184464544057846]	[-0.17030954360961914, 0.8199670910835266, -0.1850205361843109]	[0.48911309242248535, 1.1682565212249756, -0.07490582019090652]	[0.183474600315094, 0.5756605863571167, -0.027813853695988655]	[-0.15380221605300903, 1.0123002529144287, -0.023918861523270607]	[-0.06155967339873314, 0.5844118595123291, -0.019298475235700607]	[0.23872268199920654, 0.0805346667766571, 0.062452465295791626]	[-0.07238411903381348, 0.9288646578788757, -0.09130452573299408, -0.3516170382499695]	[-0.6417295336723328, 0.6249663233757019, 0.44451019167900085, -0.0033377083018422127]	[0.012041001580655575, 0.9990234375, -0.02686905860900879, -0.03294496238231659]	[0.08796945214271545, 0.9788416028022766, -0.022807950153946877, 0.18333081901073456]	[-0.5489082336425781, 0.7651273012161255, 0.052462950348854065, 0.33245712518692017]	[0.24885419011116028, 0.9008492827415466, 0.3539944887161255, -0.03507475554943085]	[-0.05501990765333176, 0.9944607615470886, -0.08954164385795593, 0.001738296472467482]	[-0.6783937811851501, 0.6766838431358337, 0.2808982729911804, 0.05456392467021942]	[0.10175838321447372, 0.9933360815048218, -0.01645275577902794, -0.051557186990976334]	[-0.009021989069879055, 0.9760470390319824, -0.03859333693981171, 0.2139190286397934]
2024-08-27 15:27:59.218	[0.05550491809844971, 1.4810101985931396, -0.07055296003818512]	[-0.17825885117053986, 0.7257394790649414, -0.1550852507352829]	[0.07285500317811966, 0.855215311050415, -0.024412620812654495]	[-0.1291109323501587, 0.010912075638771057, -0.1184612363576889]	[-0.1699935346841812, 0.8200008869171143, -0.18508309125900269]	[0.4896460771560669, 1.169331669807434, -0.07500853389501572]	[0.18348389863967896, 0.575657844543457, -0.027815110981464386]	[-0.1538088172674179, 1.012378215789795, -0.023981265723705292]	[-0.06154615059494972, 0.5844227075576782, -0.019289012998342514]	[0.23873081803321838, 0.08053210377693176, 0.062452904880046844]	[-0.0726255252957344, 0.9288311004638672, -0.09126642346382141, -0.35166576504707336]	[-0.6419804692268372, 0.625023603439331, 0.4440692365169525, -0.003017173847183585]	[0.012143642641603947, 0.9990235567092896, -0.026927562430500984, -0.032854318618774414]	[0.0880570337176323, 0.9788347482681274, -0.022850200533866882, 0.18332065641880035]	[-0.5489844679832458, 0.7647969722747803, 0.0516192689538002, 0.33322227001190186]	[0.24714013934135437, 0.9011560082435608, 0.3543683886528015, -0.03553500771522522]	[-0.05501425638794899, 0.9944607615470886, -0.08954618871212006, 0.001687735435552895]	[-0.6786332726478577, 0.676733672618866, 0.28005191683769226, 0.05531242862343788]	[0.10176128149032593, 0.9933345913887024, -0.01642422378063202, -0.0515885204076767]	[-0.008996433578431606, 0.9760594367980957, -0.038546230643987656, 0.21387192606925964]
2024-08-27 15:27:59.229	[0.05550540238618851, 1.4810216426849365, -0.07055332511663437]	[-0.1780799925327301, 0.7257733345031738, -0.15507325530052185]	[0.07288879156112671, 0.855223536491394, -0.024405401200056076]	[-0.12910319864749908, 0.010927483439445496, -0.11846020817756653]	[-0.16986209154129028, 0.8200014233589172, -0.18509268760681152]	[0.4906272888183594, 1.1714459657669067, -0.07522892951965332]	[0.18349742889404297, 0.5756528377532959, -0.02781129628419876]	[-0.15381743013858795, 1.0124175548553467, -0.02401590161025524]	[-0.06150452420115471, 0.584434986114502, -0.0192430317401886]	[0.2387385368347168, 0.08052662014961243, 0.06245775520801544]	[-0.07278740406036377, 0.9288317561149597, -0.09122725576162338, -0.3516407012939453]	[-0.6423684358596802, 0.6252808570861816, 0.4431489109992981, -0.0024135832209140062]	[0.012186634354293346, 0.9990226030349731, -0.026964791119098663, -0.03283638134598732]	[0.08805616199970245, 0.9788439869880676, -0.022962220013141632, 0.18325741589069366]	[-0.5489699840545654, 0.7646843194961548, 0.0511380210518837, 0.33357879519462585]	[0.24378719925880432, 0.9014402627944946, 0.3559024930000305, -0.03614923730492592]	[-0.054982319474220276, 0.994461715221405, -0.08955641835927963, 0.001591854845173657]	[-0.6787209510803223, 0.6768147945404053, 0.27957308292388916, 0.055664993822574615]	[0.10177911818027496, 0.9933270215988159, -0.01637086272239685, -0.051715511828660965]	[-0.009121662937104702, 0.9760626554489136, -0.03851828724145889, 0.21385693550109863]
2024-08-27 15:27:59.241	[0.055505093187093735, 1.4810371398925781, -0.07055868208408356]	[-0.17801184952259064, 0.7257971167564392, -0.1550758332014084]	[0.07291165739297867, 0.8552402853965759, -0.024397388100624084]	[-0.12911498546600342, 0.01091042160987854, -0.11844637244939804]	[-0.1697312891483307, 0.8200154900550842, -0.18510864675045013]	[0.4911206364631653, 1.1725045442581177, -0.075336754322052]	[0.18352152407169342, 0.5756468772888184, -0.027807915583252907]	[-0.1538352370262146, 1.0124675035476685, -0.024059824645519257]	[-0.06148870661854744, 0.5844505429267883, -0.019221073016524315]	[0.23874039947986603, 0.0805189311504364, 0.06246528774499893]	[-0.07295121997594833, 0.9288405179977417, -0.09120668470859528, -0.3515888452529907]	[-0.6425656080245972, 0.6254226565361023, 0.44266456365585327, -0.0020415312610566616]	[0.012233104556798935, 0.9990224838256836, -0.02700211852788925, -0.03279190510511398]	[0.08817341178655624, 0.9788323044776917, -0.023044224828481674, 0.183253675699234]	[-0.5489439368247986, 0.7645519375801086, 0.05065103620290756, 0.3339991271495819]	[0.24207507073879242, 0.9014860987663269, 0.35693755745887756, -0.036305107176303864]	[-0.054968178272247314, 0.9944621920585632, -0.08956236392259598, 0.0014863813994452357]	[-0.6788080334663391, 0.6769089698791504, 0.279058039188385, 0.05604136735200882]	[0.1017867848277092, 0.9933229684829712, -0.016339413821697235, -0.051789313554763794]	[-0.009060299023985863, 0.9760676026344299, -0.038492292165756226, 0.2138417512178421]
2024-08-27 15:27:59.252	[0.05547831952571869, 1.4810718297958374, -0.07056079804897308]	[-0.17794355750083923, 0.7258201241493225, -0.155060276389122]	[0.07297500967979431, 0.8552611470222473, -0.02438362129032612]	[-0.12911471724510193, 0.01091846078634262, -0.11844965815544128]	[-0.1695021688938141, 0.8200302720069885, -0.18512758612632751]	[0.4915860593318939, 1.1735304594039917, -0.07540431618690491]	[0.1835341900587082, 0.5756381750106812, -0.027805596590042114]	[-0.1538792997598648, 1.0125622749328613, -0.02414303831756115]	[-0.06146986782550812, 0.5844523310661316, -0.01918928138911724]	[0.2387469857931137, 0.08051034808158875, 0.06247185170650482]	[-0.07323453575372696, 0.9288486838340759, -0.09112829715013504, -0.35152897238731384]	[-0.6429044008255005, 0.6257269382476807, 0.44174423813819885, -0.0013910530833527446]	[0.012280169874429703, 0.9990221858024597, -0.027066797018051147, -0.032730136066675186]	[0.08822350949048996, 0.978826642036438, -0.023004384711384773, 0.18326443433761597]	[-0.5488930344581604, 0.7643306255340576, 0.049707092344760895, 0.3347306251525879]	[0.23878547549247742, 0.9017976522445679, 0.3582850694656372, -0.03707153722643852]	[-0.054951611906290054, 0.994462251663208, -0.08957303315401077, 0.0013694738736376166]	[-0.6789724826812744, 0.6770898103713989, 0.27808046340942383, 0.05671992152929306]	[0.101801298558712, 0.9933165907859802, -0.016297081485390663, -0.05189557373523712]	[-0.009051904082298279, 0.9760720133781433, -0.038478173315525055, 0.2138248085975647]
2024-08-27 15:27:59.264	[0.05546322837471962, 1.4811168909072876, -0.07055925577878952]	[-0.17787370085716248, 0.7258661985397339, -0.15503516793251038]	[0.07298970222473145, 0.8552937507629395, -0.02437303587794304]	[-0.12912751734256744, 0.010929793119430542, -0.11845129728317261]	[-0.16941027343273163, 0.8200502395629883, -0.18512484431266785]	[0.4925019145011902, 1.175633430480957, -0.07558377087116241]	[0.18355844914913177, 0.5756382346153259, -0.027814609929919243]	[-0.1539093405008316, 1.0126335620880127, -0.02419295348227024]	[-0.0614352747797966, 0.5844686627388, -0.019148312509059906]	[0.23876067996025085, 0.08051273226737976, 0.062482476234436035]	[-0.07334793359041214, 0.9288684725761414, -0.09109039604663849, -0.3514626920223236]	[-0.6430594325065613, 0.6258977651596069, 0.44127708673477173, -0.0010723277227953076]	[0.01230617705732584, 0.9990226626396179, -0.02709045819938183, -0.0326848141849041]	[0.0883919969201088, 0.978807270526886, -0.02297857776284218, 0.18328997492790222]	[-0.548858642578125, 0.7642320990562439, 0.049219802021980286, 0.3350834548473358]	[0.23720192909240723, 0.9018715620040894, 0.3591171205043793, -0.037386633455753326]	[-0.054923977702856064, 0.9944612383842468, -0.0896032452583313, 0.0011780941858887672]	[-0.6790337562561035, 0.6772139072418213, 0.2775667607784271, 0.057018861174583435]	[0.10182825475931168, 0.9933061599731445, -0.016236810013651848, -0.052061326801776886]	[-0.009030789136886597, 0.9760816097259521, -0.038466501981019974, 0.21378391981124878]
2024-08-27 15:27:59.275	[0.05546003580093384, 1.4811255931854248, -0.070563405752182]	[-0.17786093056201935, 0.7258864045143127, -0.15504831075668335]	[0.07301490008831024, 0.8553017377853394, -0.024366125464439392]	[-0.12913042306900024, 0.010923869907855988, -0.1184500902891159]	[-0.1693425327539444, 0.8200624585151672, -0.18514716625213623]	[0.4929770827293396, 1.1766607761383057, -0.07556936144828796]	[0.18356700241565704, 0.575629472732544, -0.027833865955471992]	[-0.15393370389938354, 1.012678861618042, -0.024252446368336678]	[-0.061419762670993805, 0.5844743847846985, -0.019124876707792282]	[0.23876892030239105, 0.08050644397735596, 0.062476515769958496]	[-0.07352576404809952, 0.9288625121116638, -0.0910920798778534, -0.3514408767223358]	[-0.6431861519813538, 0.6260272860527039, 0.44090908765792847, -0.0007688822806812823]	[0.01236963365226984, 0.9990219473838806, -0.02714172564446926, -0.03264361247420311]	[0.0884154811501503, 0.9788049459457397, -0.0230148583650589, 0.1832866668701172]	[-0.5488080382347107, 0.7641503214836121, 0.04883807897567749, 0.335408478975296]	[0.2355961948633194, 0.9021168947219849, 0.35950008034706116, -0.037936825305223465]	[-0.0549115352332592, 0.9944602251052856, -0.08962404727935791, 0.0010424915235489607]	[-0.6790648102760315, 0.6773300170898438, 0.27715274691581726, 0.05728287994861603]	[0.10183995962142944, 0.9932990670204163, -0.016195200383663177, -0.05218716338276863]	[-0.009076139889657497, 0.9760841727256775, -0.03850793465971947, 0.21376284956932068]
2024-08-27 15:27:59.286	[0.05543314293026924, 1.4811594486236572, -0.07055932283401489]	[-0.17787542939186096, 0.7259500026702881, -0.15507563948631287]	[0.0730658695101738, 0.8553323745727539, -0.02434827759861946]	[-0.1291358768939972, 0.01093737781047821, -0.11844741553068161]	[-0.16924050450325012, 0.820109486579895, -0.18519307672977448]	[0.4934408962726593, 1.1777093410491943, -0.07559999823570251]	[0.1835751235485077, 0.5756372213363647, -0.027841921895742416]	[-0.15401719510555267, 1.012790560722351, -0.024369381368160248]	[-0.061401430517435074, 0.5844922661781311, -0.019101198762655258]	[0.23875856399536133, 0.0805124044418335, 0.06247002258896828]	[-0.07383649796247482, 0.9288504719734192, -0.09114043414592743, -0.3513950705528259]	[-0.6434227824211121, 0.6263082027435303, 0.4401648938655853, -0.00014424417167901993]	[0.012392327189445496, 0.9990216493606567, -0.027178827673196793, -0.032613497227430344]	[0.0884731188416481, 0.9788017868995667, -0.023078283295035362, 0.18326768279075623]	[-0.5486835241317749, 0.7640011310577393, 0.04805701971054077, 0.33606457710266113]	[0.2323436290025711, 0.9025165438652039, 0.3605175316333771, -0.03882753476500511]	[-0.05488419905304909, 0.9944612383842468, -0.08963101357221603, 0.0009431881480850279]	[-0.6791257262229919, 0.6775655746459961, 0.27631163597106934, 0.05783708393573761]	[0.10185280442237854, 0.9932916760444641, -0.016160352155566216, -0.052313342690467834]	[-0.009131357073783875, 0.9760810732841492, -0.03846919909119606, 0.2137816697359085]
2024-08-27 15:27:59.297	[0.05540741980075836, 1.4811854362487793, -0.07055743038654327]	[-0.1778893768787384, 0.7259687185287476, -0.15507951378822327]	[0.07308761775493622, 0.8553539514541626, -0.02434215135872364]	[-0.12915807962417603, 0.010928817093372345, -0.11843731254339218]	[-0.1691952347755432, 0.8201180696487427, -0.18521179258823395]	[0.494324266910553, 1.179774284362793, -0.07567212730646133]	[0.18359516561031342, 0.5756385326385498, -0.027879219502210617]	[-0.154060959815979, 1.0128401517868042, -0.024433575570583344]	[-0.06136985868215561, 0.5845034122467041, -0.019047703593969345]	[0.23876798152923584, 0.08052045106887817, 0.06247618421912193]	[-0.07396101206541061, 0.9288473725318909, -0.09113738685846329, -0.3513776957988739]	[-0.6435407400131226, 0.6264638304710388, 0.43977075815200806, 0.00015335434000007808]	[0.01239965483546257, 0.9990221858024597, -0.027213500812649727, -0.0325649194419384]	[0.08857037872076035, 0.9787946939468384, -0.023163750767707825, 0.18324777483940125]	[-0.548628568649292, 0.763927698135376, 0.04763957858085632, 0.3363800346851349]	[0.23070894181728363, 0.9026398658752441, 0.3612198531627655, -0.03917839005589485]	[-0.054853539913892746, 0.9944581389427185, -0.08968695998191833, 0.0007177512161433697]	[-0.6791498064994812, 0.6776977181434631, 0.2758730947971344, 0.058099426329135895]	[0.10188383609056473, 0.9932786822319031, -0.016086004674434662, -0.052520062774419785]	[-0.009048706851899624, 0.9760938286781311, -0.038493793457746506, 0.21372205018997192]
2024-08-27 15:27:59.309	[0.055386535823345184, 1.4812077283859253, -0.07055497914552689]	[-0.17792683839797974, 0.726000964641571, -0.15509438514709473]	[0.0731387585401535, 0.8553773760795593, -0.024346429854631424]	[-0.12915483117103577, 0.010941199958324432, -0.11843689531087875]	[-0.16917948424816132, 0.8201417326927185, -0.18523812294006348]	[0.4947664737701416, 1.180810570716858, -0.07564708590507507]	[0.1836129128932953, 0.5756349563598633, -0.027904000133275986]	[-0.15410086512565613, 1.0128896236419678, -0.024485817179083824]	[-0.06134461611509323, 0.5845040082931519, -0.01902330294251442]	[0.23877057433128357, 0.08051946759223938, 0.06247476115822792]	[-0.0742487758398056, 0.9288074970245361, -0.09118762612342834, -0.35140931606292725]	[-0.6436129212379456, 0.6266079545021057, 0.4394596815109253, 0.0004044573288410902]	[0.01242254488170147, 0.999022901058197, -0.027271892875432968, -0.032484933733940125]	[0.08858238160610199, 0.9788004755973816, -0.023103902116417885, 0.1832185685634613]	[-0.5485588908195496, 0.7638880610466003, 0.047299034893512726, 0.33663180470466614]	[0.2291073501110077, 0.9027574062347412, 0.36189648509025574, -0.039622753858566284]	[-0.05483144521713257, 0.9944568872451782, -0.0897146686911583, 0.0006383941508829594]	[-0.6791380047798157, 0.6779193878173828, 0.2752660810947418, 0.05852733552455902]	[0.1018986627459526, 0.99327152967453, -0.016058074310421944, -0.052635256201028824]	[-0.009042120538651943, 0.9760870337486267, -0.038527559489011765, 0.21374714374542236]
2024-08-27 15:27:59.321	[0.055345866829156876, 1.4812356233596802, -0.07055506110191345]	[-0.178017258644104, 0.7260669469833374, -0.1551816165447235]	[0.07316024601459503, 0.8553920984268188, -0.02434186078608036]	[-0.1291518211364746, 0.010930277407169342, -0.11843717098236084]	[-0.16918295621871948, 0.8202013373374939, -0.1853199601173401]	[0.4956324100494385, 1.182848572731018, -0.07563547790050507]	[0.18362250924110413, 0.5756344795227051, -0.02792626991868019]	[-0.1541900634765625, 1.012972354888916, -0.024604717269539833]	[-0.061334528028964996, 0.5845072865486145, -0.019017506390810013]	[0.23877492547035217, 0.0805203914642334, 0.06246340647339821]	[-0.07440260797739029, 0.9287987351417542, -0.09120671451091766, -0.35139504075050354]	[-0.6437227129936218, 0.6267894506454468, 0.4390392005443573, 0.0008912869379855692]	[0.01243623811751604, 0.9990218281745911, -0.027320662513375282, -0.032469749450683594]	[0.08849107474088669, 0.9788023233413696, -0.023180333897471428, 0.18324299156665802]	[-0.5483981966972351, 0.7638231515884399, 0.046845708042383194, 0.33710402250289917]	[0.22587837278842926, 0.9029280543327332, 0.3634279668331146, -0.04025006294250488]	[-0.054818857461214066, 0.9944561719894409, -0.08973006904125214, 0.0005563483573496342]	[-0.6791208982467651, 0.6780175566673279, 0.275026798248291, 0.05871414393186569]	[0.10193478316068649, 0.9932609796524048, -0.01599232479929924, -0.05278501287102699]	[-0.009044528938829899, 0.9760929942131042, -0.03852733224630356, 0.21372030675411224]
2024-08-27 15:27:59.332	[0.055297017097473145, 1.4812511205673218, -0.07055434584617615]	[-0.17807379364967346, 0.7261019349098206, -0.15524092316627502]	[0.07317348569631577, 0.8554031252861023, -0.02433582954108715]	[-0.12915700674057007, 0.010937020182609558, -0.11843737959861755]	[-0.16920354962348938, 0.8202356100082397, -0.18537090718746185]	[0.4960256814956665, 1.1839014291763306, -0.0757339671254158]	[0.18363916873931885, 0.5756374597549438, -0.027952739968895912]	[-0.15425708889961243, 1.0130062103271484, -0.02465733513236046]	[-0.061308346688747406, 0.5845131874084473, -0.018967386335134506]	[0.23878005146980286, 0.080526202917099, 0.06245942413806915]	[-0.07450509071350098, 0.9287675619125366, -0.09120693057775497, -0.3514558672904968]	[-0.6438108086585999, 0.6268388032913208, 0.4388388991355896, 0.0011418370995670557]	[0.012422071769833565, 0.999021053314209, -0.027372846379876137, -0.03245556727051735]	[0.08851107209920883, 0.9788011908531189, -0.023217901587486267, 0.1832350194454193]	[-0.5483423471450806, 0.7637606859207153, 0.046649057418107986, 0.3373638689517975]	[0.2242225855588913, 0.9028561115264893, 0.36461925506591797, -0.040348563343286514]	[-0.054793428629636765, 0.9944548606872559, -0.08976110816001892, 0.0004005073569715023]	[-0.6791112422943115, 0.6780980825424194, 0.2748071849346161, 0.05892372131347656]	[0.10194794833660126, 0.9932569861412048, -0.015961818397045135, -0.05284497141838074]	[-0.008931481279432774, 0.9760900139808655, -0.03858574852347374, 0.21372857689857483]
