timestamp	1::5::pos	2::5::pos	1::23::pos	2::23::pos	1::2::pos	2::2::pos	1::47::pos	2::47::pos	1::11::pos	2::11::pos	1::27::pos	2::27::pos	1::49::pos	2::49::pos	1::8::pos	2::8::pos	1::45::pos	2::45::pos	1::50::pos	2::50::pos	1::5::ori	2::5::ori	1::23::ori	2::23::ori	1::2::ori	2::2::ori	1::47::ori	2::47::ori	1::11::ori	2::11::ori	1::27::ori	2::27::ori	1::49::ori	2::49::ori	1::8::ori	2::8::ori	1::45::ori	2::45::ori	1::50::ori	2::50::ori
2024-08-27 15:28:12.042	[0.04634203016757965, 1.484661340713501, -0.09204931557178497]	[0.04634203016757965, 1.484661340713501, -0.09204931557178497]	[-0.1619034707546234, 0.7110524773597717, -0.1698697954416275]	[-0.1619034707546234, 0.7110524773597717, -0.1698697954416275]	[0.07539121806621552, 0.8571803569793701, -0.04482073336839676]	[0.07539121806621552, 0.8571803569793701, -0.04482073336839676]	[-0.1289520114660263, 0.009940482676029205, -0.11869843304157257]	[-0.1289520114660263, 0.009940482676029205, -0.11869843304157257]	[-0.15980933606624603, 0.8053845167160034, -0.2006060779094696]	[-0.15980933606624603, 0.8053845167160034, -0.2006060779094696]	[0.29519838094711304, 1.0163581371307373, -0.07977476716041565]	[0.29519838094711304, 1.0163581371307373, -0.07977476716041565]	[0.18597225844860077, 0.5745777487754822, -0.04084022343158722]	[0.18597225844860077, 0.5745777487754822, -0.04084022343158722]	[-0.13854636251926422, 1.0014894008636475, -0.04668689891695976]	[-0.13854636251926422, 1.0014894008636475, -0.04668689891695976]	[-0.05966024845838547, 0.5832361578941345, -0.03579278662800789]	[-0.05966024845838547, 0.5832361578941345, -0.03579278662800789]	[0.2384142428636551, 0.08144071698188782, 0.061217330396175385]	[0.2384142428636551, 0.08144071698188782, 0.061217330396175385]	[-0.07907325029373169, 0.9239048957824707, -0.11121291667222977, -0.35746175050735474]	[-0.07907325029373169, 0.9239048957824707, -0.11121291667222977, -0.35746175050735474]	[-0.6386057734489441, 0.6121394634246826, 0.4649794399738312, -0.03552683815360069]	[-0.6386057734489441, 0.6121394634246826, 0.4649794399738312, -0.03552683815360069]	[0.012472315691411495, 0.9993332624435425, -0.019807089120149612, -0.02802225947380066]	[0.012472315691411495, 0.9993332624435425, -0.019807089120149612, -0.02802225947380066]	[0.08789925277233124, 0.9787754416465759, -0.021944331005215645, 0.1838228851556778]	[0.08789925277233124, 0.9787754416465759, -0.021944331005215645, 0.1838228851556778]	[-0.5630637407302856, 0.764885663986206, 0.07661797851324081, 0.3033790588378906]	[-0.5630637407302856, 0.764885663986206, 0.07661797851324081, 0.3033790588378906]	[0.6444813013076782, 0.7311257123947144, 0.07152288407087326, -0.21209345757961273]	[0.6444813013076782, 0.7311257123947144, 0.07152288407087326, -0.21209345757961273]	[-0.05365585535764694, 0.9933607578277588, -0.10064812749624252, 0.01501515880227089]	[-0.05365585535764694, 0.9933607578277588, -0.10064812749624252, 0.01501515880227089]	[-0.6796910166740417, 0.6703559160232544, 0.29744723439216614, 0.012970607727766037]	[-0.6796910166740417, 0.6703559160232544, 0.29744723439216614, 0.012970607727766037]	[0.10369719564914703, 0.9932255148887634, -0.033057183027267456, -0.040708087384700775]	[0.10369719564914703, 0.9932255148887634, -0.033057183027267456, -0.040708087384700775]	[-0.0107339508831501, 0.975437343120575, -0.04398860037326813, 0.21557307243347168]	[-0.0107339508831501, 0.975437343120575, -0.04398860037326813, 0.21557307243347168]
2024-08-27 15:28:12.054	[0.04640931636095047, 1.4846537113189697, -0.09214060008525848]	[0.04640931636095047, 1.4846537113189697, -0.09214060008525848]	[-0.16176366806030273, 0.7110196352005005, -0.16990123689174652]	[-0.16176366806030273, 0.7110196352005005, -0.16990123689174652]	[0.07538653910160065, 0.8571738004684448, -0.04481261968612671]	[0.07538653910160065, 0.8571738004684448, -0.04481261968612671]	[-0.12895722687244415, 0.009943969547748566, -0.11869242787361145]	[-0.12895722687244415, 0.009943969547748566, -0.11869242787361145]	[-0.159664124250412, 0.8053438663482666, -0.2006610929965973]	[-0.159664124250412, 0.8053438663482666, -0.2006610929965973]	[0.29525747895240784, 1.016326665878296, -0.07955951988697052]	[0.29525747895240784, 1.016326665878296, -0.07955951988697052]	[0.18597474694252014, 0.5745803713798523, -0.040824491530656815]	[0.18597474694252014, 0.5745803713798523, -0.040824491530656815]	[-0.13850390911102295, 1.0014939308166504, -0.04678774252533913]	[-0.13850390911102295, 1.0014939308166504, -0.04678774252533913]	[-0.059662386775016785, 0.5832380056381226, -0.035797156393527985]	[-0.059662386775016785, 0.5832380056381226, -0.035797156393527985]	[0.23841561377048492, 0.08144021034240723, 0.0612185113132]	[0.23841561377048492, 0.08144021034240723, 0.0612185113132]	[-0.07901705801486969, 0.9239514470100403, -0.11127059906721115, -0.3573357164859772]	[-0.07901705801486969, 0.9239514470100403, -0.11127059906721115, -0.3573357164859772]	[-0.6387708783149719, 0.6121701598167419, 0.46471670269966125, -0.035467445850372314]	[-0.6387708783149719, 0.6121701598167419, 0.46471670269966125, -0.035467445850372314]	[0.012476054020226002, 0.9993352890014648, -0.019819211214780807, -0.02793979085981846]	[0.012476054020226002, 0.9993352890014648, -0.019819211214780807, -0.02793979085981846]	[0.08790814876556396, 0.9787734746932983, -0.021941008046269417, 0.18382956087589264]	[0.08790814876556396, 0.9787734746932983, -0.021941008046269417, 0.18382956087589264]	[-0.5631734728813171, 0.7647745609283447, 0.07637809216976166, 0.30351579189300537]	[-0.5631734728813171, 0.7647745609283447, 0.07637809216976166, 0.30351579189300537]	[0.6440990567207336, 0.7314047813415527, 0.07041142880916595, -0.21266336739063263]	[0.6440990567207336, 0.7314047813415527, 0.07041142880916595, -0.21266336739063263]	[-0.05366086587309837, 0.9933614134788513, -0.10063008964061737, 0.015078653581440449]	[-0.05366086587309837, 0.9933614134788513, -0.10063008964061737, 0.015078653581440449]	[-0.67974853515625, 0.6703521609306335, 0.2973228394985199, 0.013001952320337296]	[-0.67974853515625, 0.6703521609306335, 0.2973228394985199, 0.013001952320337296]	[0.10369836539030075, 0.9932281970977783, -0.03307606279850006, -0.0406251884996891]	[0.10369836539030075, 0.9932281970977783, -0.03307606279850006, -0.0406251884996891]	[-0.010722748003900051, 0.9754378795623779, -0.044003039598464966, 0.21556855738162994]	[-0.010722748003900051, 0.9754378795623779, -0.044003039598464966, 0.21556855738162994]
2024-08-27 15:28:12.065	[0.04644187167286873, 1.4846564531326294, -0.09219023585319519]	[0.04644187167286873, 1.4846564531326294, -0.09219023585319519]	[-0.16166779398918152, 0.7110011577606201, -0.16989560425281525]	[-0.16166779398918152, 0.7110011577606201, -0.16989560425281525]	[0.07538602501153946, 0.8571751117706299, -0.044799964874982834]	[0.07538602501153946, 0.8571751117706299, -0.044799964874982834]	[-0.12895920872688293, 0.009921610355377197, -0.11868810653686523]	[-0.12895920872688293, 0.009921610355377197, -0.11868810653686523]	[-0.1595747470855713, 0.8053205609321594, -0.2006704956293106]	[-0.1595747470855713, 0.8053205609321594, -0.2006704956293106]	[0.29526659846305847, 1.0163061618804932, -0.07944557070732117]	[0.29526659846305847, 1.0163061618804932, -0.07944557070732117]	[0.1859724223613739, 0.5745700001716614, -0.04079413414001465]	[0.1859724223613739, 0.5745700001716614, -0.04079413414001465]	[-0.13846643269062042, 1.001497507095337, -0.04682334512472153]	[-0.13846643269062042, 1.001497507095337, -0.04682334512472153]	[-0.059664320200681686, 0.5832266807556152, -0.03578205779194832]	[-0.059664320200681686, 0.5832266807556152, -0.03578205779194832]	[0.23842139542102814, 0.08142703771591187, 0.06123147904872894]	[0.23842139542102814, 0.08142703771591187, 0.06123147904872894]	[-0.07896877825260162, 0.9239898920059204, -0.11132507771253586, -0.3572300374507904]	[-0.07896877825260162, 0.9239898920059204, -0.11132507771253586, -0.3572300374507904]	[-0.6388572454452515, 0.6121686100959778, 0.46459832787513733, -0.03548844903707504]	[-0.6388572454452515, 0.6121686100959778, 0.46459832787513733, -0.03548844903707504]	[0.012479779310524464, 0.9993368983268738, -0.019844386726617813, -0.02786235883831978]	[0.012479779310524464, 0.9993368983268738, -0.019844386726617813, -0.02786235883831978]	[0.08789174258708954, 0.9787740111351013, -0.0219814945012331, 0.18382929265499115]	[0.08789174258708954, 0.9787740111351013, -0.0219814945012331, 0.18382929265499115]	[-0.5632579326629639, 0.7647115588188171, 0.07627783715724945, 0.3035431504249573]	[-0.5632579326629639, 0.7647115588188171, 0.07627783715724945, 0.3035431504249573]	[0.6439447402954102, 0.7315552234649658, 0.06993331015110016, -0.21277116239070892]	[0.6439447402954102, 0.7315552234649658, 0.06993331015110016, -0.21277116239070892]	[-0.05366739630699158, 0.9933629035949707, -0.10061322152614594, 0.015066763386130333]	[-0.05366739630699158, 0.9933629035949707, -0.10061322152614594, 0.015066763386130333]	[-0.6798145174980164, 0.6703367233276367, 0.29720720648765564, 0.012997128069400787]	[-0.6798145174980164, 0.6703367233276367, 0.29720720648765564, 0.012997128069400787]	[0.10369354486465454, 0.9932342171669006, -0.033072326332330704, -0.04049510136246681]	[0.10369354486465454, 0.9932342171669006, -0.033072326332330704, -0.04049510136246681]	[-0.01075485348701477, 0.9754444360733032, -0.04395805299282074, 0.21554656326770782]	[-0.01075485348701477, 0.9754444360733032, -0.04395805299282074, 0.21554656326770782]
2024-08-27 15:28:12.077	[0.04651318117976189, 1.4846662282943726, -0.0922781229019165]	[0.04651318117976189, 1.4846662282943726, -0.0922781229019165]	[-0.16157642006874084, 0.7109864950180054, -0.16988560557365417]	[-0.16157642006874084, 0.7109864950180054, -0.16988560557365417]	[0.07539400458335876, 0.8571864366531372, -0.04477820545434952]	[0.07539400458335876, 0.8571864366531372, -0.04477820545434952]	[-0.12894459068775177, 0.009937301278114319, -0.11868922412395477]	[-0.12894459068775177, 0.009937301278114319, -0.11868922412395477]	[-0.15942062437534332, 0.8054021000862122, -0.20077750086784363]	[-0.15942062437534332, 0.8054021000862122, -0.20077750086784363]	[0.29527053236961365, 1.016282558441162, -0.07931418716907501]	[0.29527053236961365, 1.016282558441162, -0.07931418716907501]	[0.18596810102462769, 0.57457435131073, -0.04078651964664459]	[0.18596810102462769, 0.57457435131073, -0.04078651964664459]	[-0.13843993842601776, 1.0015437602996826, -0.046877551823854446]	[-0.13843993842601776, 1.0015437602996826, -0.046877551823854446]	[-0.0596652626991272, 0.5832305550575256, -0.0357753224670887]	[-0.0596652626991272, 0.5832305550575256, -0.0357753224670887]	[0.23840829730033875, 0.08142811059951782, 0.061227791011333466]	[0.23840829730033875, 0.08142811059951782, 0.061227791011333466]	[-0.07887547463178635, 0.9240228533744812, -0.1114940419793129, -0.35711297392845154]	[-0.07887547463178635, 0.9240228533744812, -0.1114940419793129, -0.35711297392845154]	[-0.6389406323432922, 0.6121782660484314, 0.46446987986564636, -0.03550275042653084]	[-0.6389406323432922, 0.6121782660484314, 0.46446987986564636, -0.03550275042653084]	[0.01248427014797926, 0.9993394613265991, -0.019878709688782692, -0.027743373066186905]	[0.01248427014797926, 0.9993394613265991, -0.019878709688782692, -0.027743373066186905]	[0.08784539252519608, 0.9787773489952087, -0.021942827850580215, 0.18383891880512238]	[0.08784539252519608, 0.9787773489952087, -0.021942827850580215, 0.18383891880512238]	[-0.5631818771362305, 0.764618456363678, 0.0761193111538887, 0.3039584457874298]	[-0.5631818771362305, 0.764618456363678, 0.0761193111538887, 0.3039584457874298]	[0.6438174247741699, 0.7316915988922119, 0.06960015743970871, -0.21279650926589966]	[0.6438174247741699, 0.7316915988922119, 0.06960015743970871, -0.21279650926589966]	[-0.053661543875932693, 0.9933640360832214, -0.10060025006532669, 0.015097998082637787]	[-0.053661543875932693, 0.9933640360832214, -0.10060025006532669, 0.015097998082637787]	[-0.679934561252594, 0.6703213453292847, 0.2969503700733185, 0.013369325548410416]	[-0.679934561252594, 0.6703213453292847, 0.2969503700733185, 0.013369325548410416]	[0.1036883294582367, 0.9932365417480469, -0.03307456523180008, -0.04044870659708977]	[0.1036883294582367, 0.9932365417480469, -0.03307456523180008, -0.04044870659708977]	[-0.010714605450630188, 0.9754387140274048, -0.043937891721725464, 0.21557851135730743]	[-0.010714605450630188, 0.9754387140274048, -0.043937891721725464, 0.21557851135730743]
2024-08-27 15:28:12.088	[0.04655357822775841, 1.4846688508987427, -0.09232458472251892]	[0.04655357822775841, 1.4846688508987427, -0.09232458472251892]	[-0.16149461269378662, 0.7111358046531677, -0.1701347380876541]	[-0.16149461269378662, 0.7111358046531677, -0.1701347380876541]	[0.07539457827806473, 0.8571887016296387, -0.04476214945316315]	[0.07539457827806473, 0.8571887016296387, -0.04476214945316315]	[-0.12897202372550964, 0.009937748312950134, -0.11869646608829498]	[-0.12897202372550964, 0.009937748312950134, -0.11869646608829498]	[-0.15930651128292084, 0.8054766058921814, -0.2008376568555832]	[-0.15930651128292084, 0.8054766058921814, -0.2008376568555832]	[0.2952679395675659, 1.0162265300750732, -0.0790661871433258]	[0.2952679395675659, 1.0162265300750732, -0.0790661871433258]	[0.1859803944826126, 0.574574887752533, -0.040761470794677734]	[0.1859803944826126, 0.574574887752533, -0.040761470794677734]	[-0.13842462003231049, 1.0015697479248047, -0.04688291624188423]	[-0.13842462003231049, 1.0015697479248047, -0.04688291624188423]	[-0.05965639650821686, 0.5832309722900391, -0.035755932331085205]	[-0.05965639650821686, 0.5832309722900391, -0.035755932331085205]	[0.23841306567192078, 0.08142423629760742, 0.06123513728380203]	[0.23841306567192078, 0.08142423629760742, 0.06123513728380203]	[-0.07885143905878067, 0.9240443110466003, -0.11155031621456146, -0.35704505443573]	[-0.07885143905878067, 0.9240443110466003, -0.11155031621456146, -0.35704505443573]	[-0.6390925049781799, 0.6121830344200134, 0.46431872248649597, -0.03465379402041435]	[-0.6390925049781799, 0.6121830344200134, 0.46431872248649597, -0.03465379402041435]	[0.012496614828705788, 0.9993400573730469, -0.01990005373954773, -0.02770233526825905]	[0.012496614828705788, 0.9993400573730469, -0.01990005373954773, -0.02770233526825905]	[0.08799988776445389, 0.9787641763687134, -0.02192017249763012, 0.1838376820087433]	[0.08799988776445389, 0.9787641763687134, -0.02192017249763012, 0.1838376820087433]	[-0.5630224347114563, 0.7645777463912964, 0.0760318711400032, 0.30437779426574707]	[-0.5630224347114563, 0.7645777463912964, 0.0760318711400032, 0.30437779426574707]	[0.643657386302948, 0.7318731546401978, 0.06904202699661255, -0.2128383070230484]	[0.643657386302948, 0.7318731546401978, 0.06904202699661255, -0.2128383070230484]	[-0.0536576583981514, 0.9933657646179199, -0.10058043897151947, 0.01513710804283619]	[-0.0536576583981514, 0.9933657646179199, -0.10058043897151947, 0.01513710804283619]	[-0.680019736289978, 0.6703258752822876, 0.2967289686203003, 0.013726399280130863]	[-0.680019736289978, 0.6703258752822876, 0.2967289686203003, 0.013726399280130863]	[0.10369812697172165, 0.9932389855384827, -0.03306097537279129, -0.040375351905822754]	[0.10369812697172165, 0.9932389855384827, -0.03306097537279129, -0.040375351905822754]	[-0.010704378597438335, 0.9754432439804077, -0.043887462466955185, 0.21556882560253143]	[-0.010704378597438335, 0.9754432439804077, -0.043887462466955185, 0.21556882560253143]
2024-08-27 15:28:12.100	[0.046585727483034134, 1.484662413597107, -0.09238080680370331]	[0.046585727483034134, 1.484662413597107, -0.09238080680370331]	[-0.16138918697834015, 0.7110459208488464, -0.16995930671691895]	[-0.16138918697834015, 0.7110459208488464, -0.16995930671691895]	[0.07539984583854675, 0.8571838736534119, -0.044743847101926804]	[0.07539984583854675, 0.8571838736534119, -0.044743847101926804]	[-0.12896038591861725, 0.009929761290550232, -0.11868957430124283]	[-0.12896038591861725, 0.009929761290550232, -0.11868957430124283]	[-0.15919601917266846, 0.8053686618804932, -0.20071697235107422]	[-0.15919601917266846, 0.8053686618804932, -0.20071697235107422]	[0.29525938630104065, 1.0161898136138916, -0.07892055809497833]	[0.29525938630104065, 1.0161898136138916, -0.07892055809497833]	[0.18598511815071106, 0.5745710134506226, -0.0407533161342144]	[0.18598511815071106, 0.5745710134506226, -0.0407533161342144]	[-0.13835951685905457, 1.0015456676483154, -0.046856895089149475]	[-0.13835951685905457, 1.0015456676483154, -0.046856895089149475]	[-0.05964953824877739, 0.5832271575927734, -0.03574181720614433]	[-0.05964953824877739, 0.5832271575927734, -0.03574181720614433]	[0.2384149730205536, 0.081417977809906, 0.061232905834913254]	[0.2384149730205536, 0.081417977809906, 0.061232905834913254]	[-0.07879890501499176, 0.9240530133247375, -0.11155249923467636, -0.35703349113464355]	[-0.07879890501499176, 0.9240530133247375, -0.11155249923467636, -0.35703349113464355]	[-0.6391334533691406, 0.6123184561729431, 0.46407419443130493, -0.03478136286139488]	[-0.6391334533691406, 0.6123184561729431, 0.46407419443130493, -0.03478136286139488]	[0.012495149858295918, 0.9993404746055603, -0.019933383911848068, -0.027663802728056908]	[0.012495149858295918, 0.9993404746055603, -0.019933383911848068, -0.027663802728056908]	[0.08796041458845139, 0.9787695407867432, -0.021932026371359825, 0.18382671475410461]	[0.08796041458845139, 0.9787695407867432, -0.021932026371359825, 0.18382671475410461]	[-0.5631241202354431, 0.7645653486251831, 0.07575266063213348, 0.30429044365882874]	[-0.5631241202354431, 0.7645653486251831, 0.07575266063213348, 0.30429044365882874]	[0.6436246633529663, 0.7319090962409973, 0.06884338706731796, -0.21287809312343597]	[0.6436246633529663, 0.7319090962409973, 0.06884338706731796, -0.21287809312343597]	[-0.05365506932139397, 0.9933667778968811, -0.10056983679533005, 0.015141238458454609]	[-0.05365506932139397, 0.9933667778968811, -0.10056983679533005, 0.015141238458454609]	[-0.6800776720046997, 0.6703807711601257, 0.2964766323566437, 0.013629223220050335]	[-0.6800776720046997, 0.6703807711601257, 0.2964766323566437, 0.013629223220050335]	[0.10369458794593811, 0.9932401180267334, -0.03305279091000557, -0.040361858904361725]	[0.10369458794593811, 0.9932401180267334, -0.03305279091000557, -0.040361858904361725]	[-0.01078064739704132, 0.9754403829574585, -0.043888334184885025, 0.21557745337486267]	[-0.01078064739704132, 0.9754403829574585, -0.043888334184885025, 0.21557745337486267]
2024-08-27 15:28:12.111	[0.04663282632827759, 1.4847025871276855, -0.09247258305549622]	[0.04663282632827759, 1.4847025871276855, -0.09247258305549622]	[-0.16118201613426208, 0.7109903693199158, -0.16977092623710632]	[-0.16118201613426208, 0.7109903693199158, -0.16977092623710632]	[0.07541005313396454, 0.8572124242782593, -0.04472070187330246]	[0.07541005313396454, 0.8572124242782593, -0.04472070187330246]	[-0.12896141409873962, 0.009949356317520142, -0.11869462579488754]	[-0.12896141409873962, 0.009949356317520142, -0.11869462579488754]	[-0.15900388360023499, 0.8052936792373657, -0.20058941841125488]	[-0.15900388360023499, 0.8052936792373657, -0.20058941841125488]	[0.2952384650707245, 1.0161813497543335, -0.07879245281219482]	[0.2952384650707245, 1.0161813497543335, -0.07879245281219482]	[0.1859884411096573, 0.5745773911476135, -0.04075170308351517]	[0.1859884411096573, 0.5745773911476135, -0.04075170308351517]	[-0.13825136423110962, 1.0015637874603271, -0.04682619497179985]	[-0.13825136423110962, 1.0015637874603271, -0.04682619497179985]	[-0.05964615195989609, 0.583235502243042, -0.035733412951231]	[-0.05964615195989609, 0.583235502243042, -0.035733412951231]	[0.23841115832328796, 0.08142334222793579, 0.061233557760715485]	[0.23841115832328796, 0.08142334222793579, 0.061233557760715485]	[-0.07868897169828415, 0.9240183234214783, -0.11155025660991669, -0.3571479916572571]	[-0.07868897169828415, 0.9240183234214783, -0.11155025660991669, -0.3571479916572571]	[-0.6392665505409241, 0.6123933792114258, 0.46377840638160706, -0.03496016561985016]	[-0.6392665505409241, 0.6123933792114258, 0.46377840638160706, -0.03496016561985016]	[0.012485260143876076, 0.9993399977684021, -0.0199827142059803, -0.027647381648421288]	[0.012485260143876076, 0.9993399977684021, -0.0199827142059803, -0.027647381648421288]	[0.08793491870164871, 0.978773832321167, -0.021919095888733864, 0.18381747603416443]	[0.08793491870164871, 0.978773832321167, -0.021919095888733864, 0.18381747603416443]	[-0.563330888748169, 0.7644748687744141, 0.07546114176511765, 0.30420759320259094]	[-0.563330888748169, 0.7644748687744141, 0.07546114176511765, 0.30420759320259094]	[0.6435920596122742, 0.7319716215133667, 0.06838585436344147, -0.21290899813175201]	[0.6435920596122742, 0.7319716215133667, 0.06838585436344147, -0.21290899813175201]	[-0.05364708974957466, 0.9933673739433289, -0.10056937485933304, 0.01513296365737915]	[-0.05364708974957466, 0.9933673739433289, -0.10056937485933304, 0.01513296365737915]	[-0.680191159248352, 0.6703857779502869, 0.2962098717689514, 0.013514922931790352]	[-0.680191159248352, 0.6703857779502869, 0.2962098717689514, 0.013514922931790352]	[0.10370291769504547, 0.9932398200035095, -0.033045101910829544, -0.04035463556647301]	[0.10370291769504547, 0.9932398200035095, -0.033045101910829544, -0.04035463556647301]	[-0.010759387165307999, 0.9754408001899719, -0.04390999674797058, 0.21557235717773438]	[-0.010759387165307999, 0.9754408001899719, -0.04390999674797058, 0.21557235717773438]
2024-08-27 15:28:12.123	[0.04666506126523018, 1.484717607498169, -0.09251824021339417]	[0.04666506126523018, 1.484717607498169, -0.09251824021339417]	[-0.16108126938343048, 0.7109906673431396, -0.1697126179933548]	[-0.16108126938343048, 0.7109906673431396, -0.1697126179933548]	[0.07542435824871063, 0.8572174906730652, -0.04469752311706543]	[0.07542435824871063, 0.8572174906730652, -0.04469752311706543]	[-0.1289709061384201, 0.009932823479175568, -0.11868995428085327]	[-0.1289709061384201, 0.009932823479175568, -0.11868995428085327]	[-0.1589105874300003, 0.8052892684936523, -0.2005460113286972]	[-0.1589105874300003, 0.8052892684936523, -0.2005460113286972]	[0.2951815128326416, 1.016134262084961, -0.07851675152778625]	[0.2951815128326416, 1.016134262084961, -0.07851675152778625]	[0.1860058307647705, 0.5745813846588135, -0.04074554890394211]	[0.1860058307647705, 0.5745813846588135, -0.04074554890394211]	[-0.1382070779800415, 1.0015814304351807, -0.04679994657635689]	[-0.1382070779800415, 1.0015814304351807, -0.04679994657635689]	[-0.05962912738323212, 0.5832366943359375, -0.03570452332496643]	[-0.05962912738323212, 0.5832366943359375, -0.03570452332496643]	[0.2384272813796997, 0.0814257264137268, 0.061232879757881165]	[0.2384272813796997, 0.0814257264137268, 0.061232879757881165]	[-0.07862145453691483, 0.9240114092826843, -0.11156685650348663, -0.3571755886077881]	[-0.07862145453691483, 0.9240114092826843, -0.11156685650348663, -0.3571755886077881]	[-0.6393523812294006, 0.6123891472816467, 0.46366387605667114, -0.03498578071594238]	[-0.6393523812294006, 0.6123891472816467, 0.46366387605667114, -0.03498578071594238]	[0.012469412758946419, 0.9993395805358887, -0.020009445026516914, -0.027650179341435432]	[0.012469412758946419, 0.9993395805358887, -0.020009445026516914, -0.027650179341435432]	[0.08802485466003418, 0.9787697792053223, -0.021991997957229614, 0.18378756940364838]	[0.08802485466003418, 0.9787697792053223, -0.021991997957229614, 0.18378756940364838]	[-0.5634174942970276, 0.7644113898277283, 0.07536587864160538, 0.30423036217689514]	[-0.5634174942970276, 0.7644113898277283, 0.07536587864160538, 0.30423036217689514]	[0.6435969471931458, 0.7320132255554199, 0.0681118294596672, -0.2128392904996872]	[0.6435969471931458, 0.7320132255554199, 0.0681118294596672, -0.2128392904996872]	[-0.05364382639527321, 0.9933684468269348, -0.10056354105472565, 0.015114499256014824]	[-0.05364382639527321, 0.9933684468269348, -0.10056354105472565, 0.015114499256014824]	[-0.6802527904510498, 0.6703647375106812, 0.2961157262325287, 0.013523649424314499]	[-0.6802527904510498, 0.6703647375106812, 0.2961157262325287, 0.013523649424314499]	[0.10370637476444244, 0.9932392835617065, -0.03301342576742172, -0.040385693311691284]	[0.10370637476444244, 0.9932392835617065, -0.03301342576742172, -0.040385693311691284]	[-0.010727491229772568, 0.9754417538642883, -0.043928228318691254, 0.2155657708644867]	[-0.010727491229772568, 0.9754417538642883, -0.043928228318691254, 0.2155657708644867]
2024-08-27 15:28:12.134	[0.046697527170181274, 1.484732985496521, -0.09256258606910706]	[0.046697527170181274, 1.484732985496521, -0.09256258606910706]	[-0.1609780192375183, 0.7109825015068054, -0.16962578892707825]	[-0.1609780192375183, 0.7109825015068054, -0.16962578892707825]	[0.07542673498392105, 0.8572288751602173, -0.0446779765188694]	[0.07542673498392105, 0.8572288751602173, -0.0446779765188694]	[-0.12896057963371277, 0.009935401380062103, -0.1186872273683548]	[-0.12896057963371277, 0.009935401380062103, -0.1186872273683548]	[-0.15881642699241638, 0.8052745461463928, -0.20047974586486816]	[-0.15881642699241638, 0.8052745461463928, -0.20047974586486816]	[0.2951376736164093, 1.016095757484436, -0.07839278876781464]	[0.2951376736164093, 1.016095757484436, -0.07839278876781464]	[0.1860063672065735, 0.5745906233787537, -0.04074692726135254]	[0.1860063672065735, 0.5745906233787537, -0.04074692726135254]	[-0.13816165924072266, 1.0015983581542969, -0.046762652695178986]	[-0.13816165924072266, 1.0015983581542969, -0.046762652695178986]	[-0.05962318181991577, 0.5832428932189941, -0.03568590432405472]	[-0.05962318181991577, 0.5832428932189941, -0.03568590432405472]	[0.23842406272888184, 0.08143508434295654, 0.06123374402523041]	[0.23842406272888184, 0.08143508434295654, 0.06123374402523041]	[-0.07853447645902634, 0.9240180253982544, -0.11155000329017639, -0.3571830987930298]	[-0.07853447645902634, 0.9240180253982544, -0.11155000329017639, -0.3571830987930298]	[-0.6394360065460205, 0.612394392490387, 0.4635374844074249, -0.03503881022334099]	[-0.6394360065460205, 0.612394392490387, 0.4635374844074249, -0.03503881022334099]	[0.012436142191290855, 0.9993373155593872, -0.020049091428518295, -0.027719596400856972]	[0.012436142191290855, 0.9993373155593872, -0.020049091428518295, -0.027719596400856972]	[0.08798395842313766, 0.9787787795066833, -0.021984444931149483, 0.18375983834266663]	[0.08798395842313766, 0.9787787795066833, -0.021984444931149483, 0.18375983834266663]	[-0.5635166168212891, 0.764349639415741, 0.0752551406621933, 0.30422914028167725]	[-0.5635166168212891, 0.764349639415741, 0.0752551406621933, 0.30422914028167725]	[0.6435840129852295, 0.732093334197998, 0.0677356943488121, -0.21272259950637817]	[0.6435840129852295, 0.732093334197998, 0.0677356943488121, -0.21272259950637817]	[-0.0536373071372509, 0.993368923664093, -0.10056722164154053, 0.015087253414094448]	[-0.0536373071372509, 0.993368923664093, -0.10056722164154053, 0.015087253414094448]	[-0.6803732514381409, 0.6703267693519592, 0.2959277629852295, 0.013455214910209179]	[-0.6803732514381409, 0.6703267693519592, 0.2959277629852295, 0.013455214910209179]	[0.10370004922151566, 0.9932392239570618, -0.03299472853541374, -0.040415771305561066]	[0.10370004922151566, 0.9932392239570618, -0.03299472853541374, -0.040415771305561066]	[-0.010701656341552734, 0.9754472970962524, -0.043941181153059006, 0.21553944051265717]	[-0.010701656341552734, 0.9754472970962524, -0.043941181153059006, 0.21553944051265717]
